Unnamed: 0,selgroup,volseg,pixelRato2initalMask,sradius,numsel_allcluster,numsel_noisecluster,numsel_Currentcluster,shelldistance,vol_density_numsel_allcluster,vol_density_numsel_noisecluster,shell_density_numsel_allcluster,shell_density_numsel_noisecluster,sub_group_type,idd,vol_density_numsel_Currentcluster,shell_idd,shell_density_numsel_Currentcluster
0,0.0,4201.3,0.04506,10.0,0.0,0.0,0.0,0.0034716,0.0,0.0,0.0,0.0,nucleiA,2,0.0,0.0,0.0
1,0.0,113210.0,0.13509000000000002,30.0,0.0,0.0,0.0,0.22249,0.0,0.0,0.0,0.0,nucleiA,2,0.0,1.0,0.0
2,0.0,523910.0,0.22512,50.0,0.0,0.0,0.0,5.1093,0.0,0.0,0.0,0.0,nucleiA,2,0.0,2.0,0.0
3,0.0,1437400.0,0.31515,70.0,0.0,0.0,0.0,14.657,0.0,0.0,0.0,0.0,nucleiA,2,0.0,3.0,0.0
4,0.0,3054600.0,0.40518,90.0,0.0,0.0,0.0,24.113000000000003,0.0,0.0,0.0,0.0,nucleiA,2,0.0,4.0,0.0
5,0.0,5576800.0,0.49521,110.0,0.0,0.0,0.0,33.734,0.0,0.0,0.0,0.0,nucleiA,2,0.0,5.0,0.0
6,0.0,9204800.0,0.58524,130.0,0.0,0.0,0.0,43.409,0.0,0.0,0.0,0.0,nucleiA,2,0.0,6.0,0.0
7,0.0,14140000.0,0.67527,150.0,0.0,0.0,0.0,52.966,0.0,0.0,0.0,0.0,nucleiA,2,0.0,7.0,0.0
8,0.0,20583000.0,0.7653,170.0,2.0,0.0,2.0,62.51300000000001,161.40791605755354,0.0,515.6385435686209,0.0,nucleiA,2,161.40791605755354,8.0,515.6385435686209
9,0.0,28735000.0,0.8553299999999999,190.0,4.0,0.0,4.0,72.05,231.23432303550544,0.0,407.5391482105771,0.0,nucleiA,2,231.23432303550544,9.0,407.5391482105771
10,0.0,38798000.0,0.94536,210.0,10.0,0.0,10.0,81.59899999999998,428.14824684424775,0.0,990.4379815798344,0.0,nucleiA,2,428.14824684424775,10.0,990.4379815798344
11,0.0,50971000.0,1.0354,230.0,12.0,0.0,12.0,91.158,391.0763927973896,0.0,272.92032664196375,0.0,nucleiA,2,391.0763927973896,11.0,272.92032664196375
12,0.0,65457000.0,1.1254,250.0,14.0,0.0,14.0,100.72,355.28383447894606,0.0,229.34275412209203,0.0,nucleiA,2,355.28383447894606,12.0,229.34275412209203
13,0.0,82456000.0,1.2155,270.0,16.0,0.0,16.0,110.29,322.33037122466516,0.0,195.43850439511883,0.0,nucleiA,2,322.33037122466516,13.0,195.43850439511883
14,0.0,102170000.0,1.3055,290.0,20.0,0.0,20.0,119.86,325.1697304700621,0.0,337.04566665442064,0.0,nucleiA,2,325.1697304700621,14.0,337.04566665442064
15,0.0,124800000.0,1.3955,310.0,20.0,0.0,20.0,129.44,266.20666155549867,0.0,0.0,0.0,nucleiA,2,266.20666155549867,15.0,0.0
16,0.0,150550000.0,1.4855,330.0,22.0,0.0,22.0,139.01,242.7422816229749,0.0,129.01977228010193,0.0,nucleiA,2,242.7422816229749,16.0,129.01977228010193
17,0.0,179610000.0,1.5756,350.0,22.0,0.0,22.0,148.59,203.46779410021082,0.0,0.0,0.0,nucleiA,2,203.46779410021082,17.0,0.0
18,0.0,212190000.0,1.6656,370.0,22.0,0.0,22.0,158.17,172.22701587416404,0.0,0.0,0.0,nucleiA,2,172.22701587416404,18.0,0.0
19,0.0,248490000.0,1.7556,390.0,22.0,0.0,22.0,167.76,147.06769084606572,0.0,0.0,0.0,nucleiA,2,147.06769084606572,19.0,0.0
20,0.0,288710000.0,1.8457,410.0,22.0,0.0,22.0,177.34,126.57978767046127,0.0,0.0,0.0,nucleiA,2,126.57978767046127,20.0,0.0
21,0.0,333060000.0,1.9357,430.0,22.0,0.0,22.0,186.92,109.72452560601351,0.0,0.0,0.0,nucleiA,2,109.72452560601351,21.0,0.0
22,0.0,381720000.0,2.0257,450.0,22.0,0.0,22.0,196.51,95.73732185460251,0.0,0.0,0.0,nucleiA,2,95.73732185460251,22.0,0.0
23,0.0,434920000.0,2.1158,470.0,22.0,0.0,22.0,206.09,84.02660373939773,0.0,0.0,0.0,nucleiA,2,84.02660373939773,23.0,0.0
24,1.0,4201.2,0.036288,10.0,0.0,0.0,0.0,0.0077445,0.0,0.0,0.0,0.0,nucleiA,2,0.0,0.0,0.0
25,1.0,113210.0,0.10879,30.0,0.0,0.0,0.0,15.192,0.0,0.0,0.0,0.0,nucleiA,2,0.0,1.0,0.0
26,1.0,523910.0,0.18129,50.0,0.0,0.0,0.0,30.377,0.0,0.0,0.0,0.0,nucleiA,2,0.0,2.0,0.0
27,1.0,1437300.0,0.2538,70.0,0.0,0.0,0.0,45.56100000000001,0.0,0.0,0.0,0.0,nucleiA,2,0.0,3.0,0.0
28,1.0,3054600.0,0.3263,90.0,2.0,0.0,2.0,60.746,1087.624938195713,0.0,2054.200912763634,0.0,nucleiA,2,1087.624938195713,4.0,2054.200912763634
29,1.0,5576600.0,0.3988,110.0,4.0,0.0,4.0,75.931,1191.4998874628354,0.0,1317.3113149138082,0.0,nucleiA,2,1191.4998874628354,5.0,1317.3113149138082
30,1.0,9204500.0,0.4713100000000001,130.0,6.0,0.0,6.0,91.116,1082.8157323741514,0.0,915.7526768137557,0.0,nucleiA,2,1082.8157323741514,6.0,915.7526768137557
31,1.0,14140000.0,0.54381,150.0,10.0,0.0,10.0,106.3,1174.7733862137993,0.0,1346.2705445092188,0.0,nucleiA,2,1174.7733862137993,7.0,1346.2705445092188
32,1.0,20583000.0,0.61631,170.0,12.0,0.0,12.0,121.48,968.4474963453212,0.0,515.6385435686209,0.0,nucleiA,2,968.4474963453212,8.0,515.6385435686209
33,1.0,28735000.0,0.68881,190.0,24.0,0.0,24.0,136.67,1387.4059382130329,0.0,2445.234889263463,0.0,nucleiA,2,1387.4059382130329,9.0,2445.234889263463
34,1.0,38796000.0,0.76132,210.0,34.0,0.0,34.0,151.85,1455.7790832976239,0.0,1651.0581136132714,0.0,nucleiA,2,1455.7790832976239,10.0,1651.0581136132714
35,1.0,50970000.0,0.8338200000000001,230.0,44.0,0.0,44.0,167.04,1433.9749067427454,0.0,1364.4895417334585,0.0,nucleiA,2,1433.9749067427454,11.0,1364.4895417334585
36,1.0,65454000.0,0.90632,250.0,52.0,0.0,52.0,182.22,1319.686154269078,0.0,917.4976901995648,0.0,nucleiA,2,1319.686154269078,12.0,917.4976901995648
37,1.0,82455000.0,0.97883,270.0,52.0,0.0,52.0,197.41,1047.5864112731579,0.0,0.0,0.0,nucleiA,2,1047.5864112731579,13.0,0.0
38,1.0,102170000.0,1.0513,290.0,54.0,0.0,54.0,212.59,877.9582722691678,0.0,168.51428537725712,0.0,nucleiA,2,877.9582722691678,14.0,168.51428537725712
39,1.0,124790000.0,1.1238,310.0,56.0,0.0,56.0,227.78,745.4383829950598,0.0,146.87264085820618,0.0,nucleiA,2,745.4383829950598,15.0,146.87264085820618
40,1.0,150540000.0,1.1963,330.0,56.0,0.0,56.0,242.96,617.9304889992925,0.0,0.0,0.0,nucleiA,2,617.9304889992925,16.0,0.0
41,1.0,179610000.0,1.2688,350.0,56.0,0.0,56.0,258.15,517.9180213459913,0.0,0.0,0.0,nucleiA,2,517.9180213459913,17.0,0.0
42,1.0,212190000.0,1.3413,370.0,56.0,0.0,56.0,273.34,438.39604040696304,0.0,0.0,0.0,nucleiA,2,438.39604040696304,18.0,0.0
43,1.0,248490000.0,1.4138,390.0,58.0,0.0,56.0,288.52,387.7239122305369,0.0,91.52229025379131,0.0,nucleiA,2,374.3541221536218,19.0,0.0
44,1.0,288700000.0,1.4863,410.0,60.0,0.0,56.0,303.71,345.22956039618543,0.0,82.62270918210955,0.0,nucleiA,2,322.21425636977307,20.0,0.0
45,1.0,333060000.0,1.5588,430.0,60.0,0.0,56.0,318.9,299.2487061982188,0.0,0.0,0.0,nucleiA,2,279.29879245167086,21.0,0.0
46,1.0,381710000.0,1.6314,450.0,66.0,0.0,56.0,334.09,287.21948991385244,0.0,204.86695598433448,0.0,nucleiA,2,243.70138538145054,22.0,0.0
47,1.0,434900000.0,1.7039,470.0,66.0,0.0,56.0,349.28,252.09140375952316,0.0,0.0,0.0,nucleiA,2,213.89573652323173,23.0,0.0
48,1.0,492810000.0,1.7764,490.0,68.0,0.0,56.0,364.47,229.2096561174271,0.0,57.36935134195517,0.0,nucleiA,2,188.76089327317524,24.0,0.0
49,1.0,555650000.0,1.8489,510.0,68.0,0.0,56.0,379.66,203.28770022717399,0.0,0.0,0.0,nucleiA,2,167.41340018708448,25.0,0.0
50,1.0,623600000.0,1.9214,530.0,70.0,0.0,56.0,394.85,186.46419141668036,0.0,48.89270251968542,0.0,nucleiA,2,149.1713531333443,26.0,0.0
51,2.0,4201.4,0.033571,10.0,0.0,0.0,0.0,0.0063912,0.0,0.0,0.0,0.0,nucleiA,2,0.0,0.0,0.0
52,2.0,113210.0,0.10065,30.0,0.0,0.0,0.0,13.175999999999998,0.0,0.0,0.0,0.0,nucleiA,2,0.0,1.0,0.0
53,2.0,523910.0,0.16772,50.0,0.0,0.0,0.0,28.003,0.0,0.0,0.0,0.0,nucleiA,2,0.0,2.0,0.0
54,2.0,1437400.0,0.2348,70.0,2.0,0.0,2.0,42.99800000000001,2311.297576327135,0.0,3636.8861577166963,0.0,nucleiA,2,2311.297576327135,3.0,3636.8861577166963
55,2.0,3054700.0,0.30187,90.0,2.0,0.0,2.0,58.073,1087.5893332283447,0.0,0.0,0.0,nucleiA,2,1087.5893332283447,4.0,0.0
56,2.0,5576900.0,0.36895,110.0,4.0,0.0,4.0,73.14,1191.4357927209112,0.0,1317.2068575896535,0.0,nucleiA,2,1191.4357927209112,5.0,1317.2068575896535
57,2.0,9205200.0,0.43603,130.0,4.0,0.0,4.0,88.219,721.822260507675,0.0,0.0,0.0,nucleiA,2,721.822260507675,6.0,0.0
58,2.0,14140000.0,0.5031,150.0,4.0,0.0,4.0,103.31,469.9093544855197,0.0,0.0,0.0,nucleiA,2,469.9093544855197,7.0,0.0
59,2.0,20583000.0,0.57018,170.0,14.0,0.0,14.0,118.4,1129.8554124028747,0.0,2578.1927178431047,0.0,nucleiA,2,1129.8554124028747,8.0,2578.1927178431047
60,2.0,28736000.0,0.63725,190.0,20.0,0.0,20.0,133.5,1156.1313809203175,0.0,1222.4674854210566,0.0,nucleiA,2,1156.1313809203175,9.0,1222.4674854210566
61,2.0,38799000.0,0.70433,210.0,30.0,0.0,30.0,148.6,1284.4116354336286,0.0,1650.7299692997242,0.0,nucleiA,2,1284.4116354336286,10.0,1650.7299692997242
62,2.0,50972000.0,0.77141,230.0,36.0,0.0,36.0,163.7,1173.206161261619,0.0,818.7609799258913,0.0,nucleiA,2,1173.206161261619,11.0,818.7609799258913
63,2.0,65458000.0,0.8384799999999999,250.0,44.0,0.0,44.0,178.8,1116.589278570652,0.0,917.3710164883681,0.0,nucleiA,2,1116.589278570652,12.0,917.3710164883681
64,2.0,82460000.0,0.90556,270.0,44.0,0.0,44.0,193.9,886.3655226373726,0.0,0.0,0.0,nucleiA,2,886.3655226373726,13.0,0.0
65,2.0,102170000.0,0.97263,290.0,44.0,0.0,44.0,209.0,715.3734070341368,0.0,0.0,0.0,nucleiA,2,715.3734070341368,14.0,0.0
66,2.0,124800000.0,1.0397,310.0,46.0,0.0,46.0,224.1,612.2753215776471,0.0,146.80773911677528,0.0,nucleiA,2,612.2753215776471,15.0,146.80773911677528
67,2.0,150550000.0,1.1068,330.0,56.0,0.0,54.0,239.21,617.8894441312087,0.0,645.0988614005097,0.0,nucleiA,2,595.8219639836656,16.0,516.0790891204077
68,2.0,179610000.0,1.1739,350.0,60.0,0.0,54.0,254.31,554.9121657278479,0.0,228.64825438490192,0.0,nucleiA,2,499.420949155063,17.0,0.0
69,2.0,212200000.0,1.2409,370.0,60.0,0.0,54.0,269.42,469.6879080413702,0.0,0.0,0.0,nucleiA,2,422.7191172372332,18.0,0.0
70,2.0,248490000.0,1.308,390.0,62.0,0.0,54.0,284.52,414.463492384367,0.0,91.54750995350302,0.0,nucleiA,2,360.98433207670683,19.0,0.0
71,2.0,288710000.0,1.3751,410.0,62.0,0.0,54.0,299.63,356.7248561622091,0.0,0.0,0.0,nucleiA,2,310.6958424638595,20.0,0.0
72,2.0,333060000.0,1.4422,430.0,62.0,0.0,54.0,314.73,309.2236630714927,0.0,0.0,0.0,nucleiA,2,269.32383557839694,21.0,0.0
73,2.0,381730000.0,1.5092,450.0,64.0,0.0,54.0,329.84,278.5012767107746,0.0,68.26092328359614,0.0,nucleiA,2,234.9854522247161,22.0,0.0
74,2.0,434920000.0,1.5763,470.0,66.0,0.0,54.0,344.94,252.07981121819327,0.0,62.46022064697546,0.0,nucleiA,2,206.24711826943084,23.0,0.0
75,2.0,492850000.0,1.6434,490.0,74.0,0.0,56.0,360.05,249.41379332427132,0.0,229.3981796107457,0.0,nucleiA,2,188.74557332647555,24.0,57.349544902686425
76,2.0,555690000.0,1.7105,510.0,74.0,0.0,56.0,375.16,221.20892591169013,0.0,0.0,0.0,nucleiA,2,167.40134933857632,25.0,0.0
77,2.0,623640000.0,1.7775,530.0,78.0,0.0,58.0,390.27,207.7610581622288,0.0,97.78540503937084,0.0,nucleiA,2,154.4889919667855,26.0,48.89270251968542
78,2.0,696950000.0,1.8446,550.0,84.0,0.0,58.0,405.37,200.20788251801451,0.0,135.95385907294877,0.0,nucleiA,2,138.23877602434337,27.0,0.0
79,3.0,4201.3,0.043853,10.0,0.0,0.0,0.0,0.0071022,0.0,0.0,0.0,0.0,nucleiA,2,0.0,0.0,0.0
80,3.0,113210.0,0.13147,30.0,0.0,0.0,0.0,15.774,0.0,0.0,0.0,0.0,nucleiA,2,0.0,1.0,0.0
81,3.0,523900.0,0.21909,50.0,0.0,0.0,0.0,31.536,0.0,0.0,0.0,0.0,nucleiA,2,0.0,2.0,0.0
82,3.0,1437300.0,0.30671,70.0,0.0,0.0,0.0,47.301,0.0,0.0,0.0,0.0,nucleiA,2,0.0,3.0,0.0
83,3.0,3054600.0,0.39433,90.0,0.0,0.0,0.0,63.066,0.0,0.0,0.0,0.0,nucleiA,2,0.0,4.0,0.0
84,3.0,5576600.0,0.48194,110.0,0.0,0.0,0.0,78.83,0.0,0.0,0.0,0.0,nucleiA,2,0.0,5.0,0.0
85,3.0,9204900.0,0.5695600000000001,130.0,0.0,0.0,0.0,94.595,0.0,0.0,0.0,0.0,nucleiA,2,0.0,6.0,0.0
86,3.0,14140000.0,0.65718,150.0,2.0,0.0,2.0,110.36,234.95467724275986,0.0,673.1898312521782,0.0,nucleiA,2,234.95467724275986,7.0,673.1898312521782
87,3.0,20583000.0,0.7448,170.0,8.0,0.0,8.0,126.12,645.6316642302141,0.0,1546.9156307058627,0.0,nucleiA,2,645.6316642302141,8.0,1546.9156307058627
88,3.0,28734000.0,0.83242,190.0,12.0,0.0,12.0,141.89,693.7271113411201,0.0,815.1782937584651,0.0,nucleiA,2,693.7271113411201,9.0,815.1782937584651
89,3.0,38798000.0,0.92004,210.0,18.0,0.0,18.0,157.65,770.6668443196459,0.0,990.3395676309492,0.0,nucleiA,2,770.6668443196459,10.0,990.3395676309492
90,3.0,50970000.0,1.0077,230.0,18.0,0.0,18.0,173.42,586.6260982129413,0.0,0.0,0.0,nucleiA,2,586.6260982129413,11.0,0.0
91,3.0,65458000.0,1.0953,250.0,20.0,0.0,20.0,189.18,507.54058116847824,0.0,229.31109443764663,0.0,nucleiA,2,507.54058116847824,12.0,229.31109443764663
92,3.0,82457000.0,1.1829,270.0,26.0,0.0,24.0,204.94,523.7805009976609,0.0,586.3155131853564,0.0,nucleiA,2,483.48969322860995,13.0,390.87700879023765
93,3.0,102170000.0,1.2705,290.0,28.0,0.0,26.0,220.71,455.237622658087,0.0,168.5313821444034,0.0,nucleiA,2,422.7206496110807,14.0,168.5313821444034
94,3.0,124800000.0,1.3581,310.0,28.0,0.0,26.0,236.47,372.68932617769826,0.0,0.0,0.0,nucleiA,2,346.0686600221484,15.0,0.0
95,3.0,150550000.0,1.4457,330.0,30.0,0.0,28.0,252.24,331.01220221314765,0.0,129.01977228010193,0.0,nucleiA,2,308.94472206560437,16.0,129.01977228010193
96,3.0,179610000.0,1.5334,350.0,30.0,0.0,28.0,268.0,277.45608286392394,0.0,0.0,0.0,nucleiA,2,258.95901067299565,17.0,0.0
97,3.0,212180000.0,1.621,370.0,34.0,0.0,30.0,283.77,266.1815690244821,0.0,204.0073157023411,0.0,nucleiA,2,234.86609031571956,18.0,102.00365785117054
98,3.0,248490000.0,1.7086,390.0,36.0,0.0,32.0,299.53,240.65622138447117,0.0,91.49708444540414,0.0,nucleiA,2,213.91664123064103,19.0,91.49708444540414
99,3.0,288720000.0,1.7962,410.0,40.0,0.0,34.0,315.3,230.1370972715866,0.0,165.163268019519,0.0,nucleiA,2,195.61653268084862,20.0,82.5816340097595
100,3.0,333050000.0,1.8838,430.0,42.0,0.0,34.0,331.06,209.48038390771686,0.0,74.94381087779438,0.0,nucleiA,2,169.5793584014851,21.0,0.0
101,3.0,381710000.0,1.9715,450.0,42.0,0.0,34.0,346.83,182.77603903608792,0.0,0.0,0.0,nucleiA,2,147.9615554101664,22.0,0.0
102,3.0,434910000.0,2.0591,470.0,44.0,0.0,34.0,362.6,168.05707157038867,0.0,62.44848000399671,0.0,nucleiA,2,129.86228257711852,23.0,0.0
103,4.0,4201.3,0.039283,10.0,0.0,0.0,0.0,0.0060113,0.0,0.0,0.0,0.0,nucleiA,2,0.0,0.0,0.0
104,4.0,113210.0,0.11777,30.0,0.0,0.0,0.0,13.223,0.0,0.0,0.0,0.0,nucleiA,2,0.0,1.0,0.0
105,4.0,523920.0,0.19626,50.0,0.0,0.0,0.0,27.023000000000003,0.0,0.0,0.0,0.0,nucleiA,2,0.0,2.0,0.0
106,4.0,1437400.0,0.27475,70.0,2.0,0.0,2.0,40.865,2311.297576327135,0.0,3636.925971244718,0.0,nucleiA,2,2311.297576327135,3.0,3636.925971244718
107,4.0,3054600.0,0.35323000000000004,90.0,2.0,0.0,2.0,54.753,1087.624938195713,0.0,0.0,0.0,nucleiA,2,1087.624938195713,4.0,0.0
108,4.0,5576600.0,0.43172,110.0,4.0,0.0,4.0,68.671,1191.4998874628354,0.0,1317.3113149138082,0.0,nucleiA,2,1191.4998874628354,5.0,1317.3113149138082
109,4.0,9204900.0,0.51021,130.0,4.0,0.0,4.0,82.59700000000002,721.8457856603818,0.0,0.0,0.0,nucleiA,2,721.8457856603818,6.0,0.0
110,4.0,14140000.0,0.5887,150.0,6.0,0.0,6.0,96.52,704.8640317282795,0.0,673.1898312521782,0.0,nucleiA,2,704.8640317282795,7.0,673.1898312521782
111,4.0,20583000.0,0.66718,170.0,8.0,0.0,8.0,110.45,645.6316642302141,0.0,515.6385435686209,0.0,nucleiA,2,645.6316642302141,8.0,515.6385435686209
112,4.0,28735000.0,0.7456699999999999,190.0,16.0,0.0,16.0,124.39,924.9372921420218,0.0,1630.1565928423083,0.0,nucleiA,2,924.9372921420218,9.0,1630.1565928423083
113,4.0,38797000.0,0.82416,210.0,20.0,0.0,18.0,138.33,856.3185648922919,0.0,660.357610060152,0.0,nucleiA,2,770.6867084030624,10.0,330.178805030076
114,4.0,50970000.0,0.90265,230.0,28.0,0.0,24.0,152.27,912.5294861090198,0.0,1091.681306567855,0.0,nucleiA,2,782.1681309505885,11.0,818.7609799258913
115,4.0,65457000.0,0.98113,250.0,32.0,0.0,28.0,166.22,812.0773359518766,0.0,458.6538463743528,0.0,nucleiA,2,710.5676689578921,12.0,458.6538463743528
116,4.0,82459000.0,1.0596,270.0,32.0,0.0,28.0,180.16,644.6372885846541,0.0,0.0,0.0,nucleiA,2,564.0576275115724,13.0,0.0
117,4.0,102170000.0,1.1381,290.0,32.0,0.0,28.0,194.11,520.2715687520994,0.0,0.0,0.0,nucleiA,2,455.237622658087,14.0,0.0
118,4.0,124800000.0,1.2166,310.0,38.0,0.0,30.0,208.06,505.7926569554477,0.0,440.4232173503258,0.0,nucleiA,2,399.3099923332482,15.0,146.80773911677528
119,4.0,150540000.0,1.2951,330.0,40.0,0.0,32.0,222.01,441.3789207137803,0.0,129.06989651175698,0.0,nucleiA,2,353.10313657102427,16.0,129.06989651175698
120,4.0,179610000.0,1.3736,350.0,42.0,0.0,34.0,235.96,388.4385160094934,0.0,114.28480000731422,0.0,nucleiA,2,314.45022724578035,17.0,114.28480000731422
121,4.0,212190000.0,1.4521,370.0,44.0,0.0,34.0,249.91,344.4540317483281,0.0,101.97234917779696,0.0,nucleiA,2,266.16902453279897,18.0,0.0
122,4.0,248490000.0,1.5305,390.0,48.0,0.0,36.0,263.84,320.8749618459616,0.0,183.04458050758262,0.0,nucleiA,2,240.65622138447117,19.0,91.52229025379131
123,4.0,288710000.0,1.609,410.0,50.0,0.0,38.0,277.77,287.68133561468466,0.0,82.60216648962269,0.0,nucleiA,2,218.63781506716037,20.0,82.60216648962269
124,4.0,333070000.0,1.6875,430.0,54.0,0.0,38.0,291.71,269.31574947530805,0.0,149.7862550140949,0.0,nucleiA,2,189.5184903715131,21.0,0.0
125,4.0,381720000.0,1.766,450.0,58.0,0.0,38.0,305.64,252.39839398031572,0.0,136.577970656223,0.0,nucleiA,2,165.36446502158614,22.0,0.0
126,4.0,434910000.0,1.8445,470.0,66.0,0.0,38.0,319.57,252.08560735558305,0.0,249.84088258790183,0.0,nucleiA,2,145.1401981744266,23.0,0.0
127,4.0,492850000.0,1.923,490.0,68.0,0.0,38.0,333.5,229.1910533250061,0.0,57.3396468107115,0.0,nucleiA,2,128.07735332867983,24.0,0.0
128,4.0,555690000.0,2.0015,510.0,72.0,0.0,38.0,347.44,215.23030629245528,0.0,105.73708262930059,0.0,nucleiA,2,113.59377276546249,25.0,0.0
129,5.0,4201.4,0.038122,10.0,0.0,0.0,0.0,0.0062079,0.0,0.0,0.0,0.0,nucleiA,2,0.0,0.0,0.0
130,5.0,113210.0,0.11429,30.0,0.0,0.0,0.0,13.979,0.0,0.0,0.0,0.0,nucleiA,2,0.0,1.0,0.0
131,5.0,523910.0,0.19046,50.0,0.0,0.0,0.0,28.043000000000006,0.0,0.0,0.0,0.0,nucleiA,2,0.0,2.0,0.0
132,5.0,1437400.0,0.26663000000000003,70.0,0.0,0.0,0.0,42.097,0.0,0.0,0.0,0.0,nucleiA,2,0.0,3.0,0.0
133,5.0,3054600.0,0.34279,90.0,0.0,0.0,0.0,56.17,0.0,0.0,0.0,0.0,nucleiA,2,0.0,4.0,0.0
134,5.0,5576800.0,0.4189600000000001,110.0,2.0,0.0,2.0,70.25399999999999,595.7285784343395,0.0,1317.2068575896535,0.0,nucleiA,2,595.7285784343395,5.0,1317.2068575896535
135,5.0,9205000.0,0.49513,130.0,4.0,0.0,4.0,84.34899999999998,721.8379437724333,0.0,915.6769572274474,0.0,nucleiA,2,721.8379437724333,6.0,915.6769572274474
136,5.0,14140000.0,0.5713,150.0,8.0,0.0,8.0,98.44,939.8187089710395,0.0,1346.406944767021,0.0,nucleiA,2,939.8187089710395,7.0,1346.406944767021
137,5.0,20583000.0,0.64746,170.0,10.0,0.0,10.0,112.51,807.0395802877678,0.0,515.6385435686209,0.0,nucleiA,2,807.0395802877678,8.0,515.6385435686209
138,5.0,28735000.0,0.72363,190.0,16.0,0.0,16.0,126.57,924.9372921420218,0.0,1222.6174446317316,0.0,nucleiA,2,924.9372921420218,9.0,1222.6174446317316
139,5.0,38798000.0,0.7998,210.0,22.0,0.0,22.0,140.64,941.9261430573448,0.0,990.4379815798344,0.0,nucleiA,2,941.9261430573448,10.0,990.4379815798344
140,5.0,50972000.0,0.87597,230.0,26.0,0.0,26.0,154.71,847.3155609111693,0.0,545.7958166933834,0.0,nucleiA,2,847.3155609111693,11.0,545.7958166933834
141,5.0,65457000.0,0.95214,250.0,32.0,0.0,32.0,168.78,812.0773359518766,0.0,688.075761728538,0.0,nucleiA,2,812.0773359518766,12.0,688.075761728538
142,5.0,82457000.0,1.0283,270.0,36.0,0.0,36.0,182.86,725.2345398429152,0.0,390.85401602501474,0.0,nucleiA,2,725.2345398429152,13.0,390.85401602501474
143,5.0,102170000.0,1.1045,290.0,42.0,0.0,42.0,196.93,682.8564339871302,0.0,505.5941464332103,0.0,nucleiA,2,682.8564339871302,14.0,505.5941464332103
144,5.0,124800000.0,1.1806,310.0,44.0,0.0,44.0,211.0,585.6546554220972,0.0,146.80773911677528,0.0,nucleiA,2,585.6546554220972,15.0,146.80773911677528
145,5.0,150550000.0,1.2568,330.0,46.0,0.0,46.0,225.07,507.55204339349297,0.0,129.01977228010193,0.0,nucleiA,2,507.55204339349297,16.0,129.01977228010193
146,5.0,179610000.0,1.3330000000000002,350.0,46.0,0.0,46.0,239.15,425.43266039135,0.0,0.0,0.0,nucleiA,2,425.43266039135,17.0,0.0
147,5.0,212190000.0,1.4091,370.0,46.0,0.0,46.0,253.22,360.11103319143393,0.0,0.0,0.0,nucleiA,2,360.11103319143393,18.0,0.0
148,5.0,248490000.0,1.4853,390.0,46.0,0.0,46.0,267.29,307.5051717690465,0.0,0.0,0.0,nucleiA,2,307.5051717690465,19.0,0.0
149,5.0,288720000.0,1.5615,410.0,48.0,0.0,48.0,281.37,276.16451672590387,0.0,82.5816340097595,0.0,nucleiA,2,276.16451672590387,20.0,82.5816340097595
150,5.0,333060000.0,1.6376,430.0,48.0,0.0,48.0,295.44,239.398964958575,0.0,0.0,0.0,nucleiA,2,239.398964958575,21.0,0.0
151,5.0,381730000.0,1.7138,450.0,50.0,0.0,48.0,309.52,217.5791224302926,0.0,68.26092328359614,0.0,nucleiA,2,208.875957533081,22.0,0.0
152,5.0,434920000.0,1.79,470.0,52.0,0.0,48.0,323.59,198.60833611130374,0.0,62.46022064697546,0.0,nucleiA,2,183.33077179504963,23.0,0.0
153,5.0,492840000.0,1.8661,490.0,54.0,0.0,48.0,337.67,182.0083529700123,0.0,57.359446412510785,0.0,nucleiA,2,161.78520264001094,24.0,0.0
154,5.0,555670000.0,1.9423,510.0,54.0,0.0,48.0,351.74,161.42853974074697,0.0,0.0,0.0,nucleiA,2,143.49203532510842,25.0,0.0
155,6.0,4201.4,0.048818,10.0,0.0,0.0,0.0,0.008192399999999999,0.0,0.0,0.0,0.0,nucleiA,2,0.0,0.0,0.0
156,6.0,113210.0,0.14636,30.0,0.0,0.0,0.0,15.478,0.0,0.0,0.0,0.0,nucleiA,2,0.0,1.0,0.0
157,6.0,523920.0,0.24389,50.0,0.0,0.0,0.0,30.949,0.0,0.0,0.0,0.0,nucleiA,2,0.0,2.0,0.0
158,6.0,1437400.0,0.34143,70.0,0.0,0.0,0.0,46.419,0.0,0.0,0.0,0.0,nucleiA,2,0.0,3.0,0.0
159,6.0,3054700.0,0.43897,90.0,0.0,0.0,0.0,61.89,0.0,0.0,0.0,0.0,nucleiA,2,0.0,4.0,0.0
160,6.0,5576800.0,0.53651,110.0,2.0,0.0,2.0,77.36,595.7285784343395,0.0,1317.2590841808908,0.0,nucleiA,2,595.7285784343395,5.0,1317.2590841808908
161,6.0,9205000.0,0.63405,130.0,4.0,0.0,4.0,92.83,721.8379437724333,0.0,915.6769572274474,0.0,nucleiA,2,721.8379437724333,6.0,915.6769572274474
162,6.0,14140000.0,0.73159,150.0,10.0,0.0,10.0,108.3,1174.7733862137993,0.0,2019.610417150532,0.0,nucleiA,2,1174.7733862137993,7.0,2019.610417150532
163,6.0,20583000.0,0.8291299999999999,170.0,18.0,0.0,18.0,123.77,1452.671244517982,0.0,2062.554174274484,0.0,nucleiA,2,1452.671244517982,8.0,2062.554174274484
