tomo_set,sub_group_type,idd,clustersubgroup,PC1-axis,PC2-axis,PC3-axis,eccentricity,numPar
nucleiA_3,nucleiA,3,3,488.68294971385296,356.56826163762133,369.66558670285974,0.24354719779088574,45
nucleiA_3,nucleiA,3,4,428.05362723989754,254.5178408731916,248.38407813507203,0.419736074340358,18
nucleiA_3,nucleiA,3,5,507.3986510780866,318.03167277112726,348.40311311170916,0.3133542779992702,21
nucleiA_3,nucleiA,3,6,6054.927366651071,6190.842497329006,505.4142644895123,0.916528434796229,312
nucleiA_4,nucleiA,4,0,460.30202934651686,420.7108056557768,316.2829279913977,0.3128795707452794,39
nucleiA_4,nucleiA,4,1,491.6005143248899,372.6156771100637,324.72183526035934,0.33945993586622547,41
nucleiA_4,nucleiA,4,2,395.3551258696798,286.14886407249423,272.6028580479548,0.3104860915909501,25
nucleiA_4,nucleiA,4,3,5727.189436628823,5724.993249633247,530.2657860104798,0.9074125638975531,155
dropS_1,dropS,1,0,2895.7064645625255,2478.6620596866933,812.2046936660709,0.7195141484104894,1224
dropS_1,dropS,1,1,759.101488423681,428.09509246174093,373.5001084317645,0.5079707863472123,62
dropS_1,dropS,1,2,945.948000657278,476.15936575847786,336.40555615948847,0.6443720416706393,50
dropS_1,dropS,1,3,771.6580632959734,616.5308276819537,269.392410109809,0.6508914726308223,41
dropS_1,dropS,1,4,1090.8589308654223,1020.5611061820287,278.1453929112355,0.7450216659173596,67
dropS_1,dropS,1,5,731.6779134764652,394.6406410055341,261.9993583840639,0.641919820786703,26
dropS_1,dropS,1,6,601.3417079005335,367.44327530049895,266.6932617759292,0.5565029694896162,19
dropS_1,dropS,1,7,625.9625893891646,525.4127365067893,203.52386199243097,0.6748625789425589,24
dropS_1,dropS,1,8,784.3886565087904,405.73165491421673,301.57289934495,0.6155312843416032,39
dropS_1,dropS,1,9,514.8436526827034,344.3175012150029,215.22122411787035,0.581967801299649,19
dropS_1,dropS,1,10,760.1760323259628,434.56330738935503,235.21975762041262,0.6905719890948224,31
dropS_1,dropS,1,11,325.03945475197673,179.4148320351472,73.85835722021456,0.7727711016603427,11
dropS_1,dropS,1,12,559.833794440847,254.13082858836262,212.08567079420828,0.6211631507418447,19
dropS_1,dropS,1,13,343.82767301834224,366.18106642452994,172.78791361526598,0.49745780466586165,13
dropS_1,dropS,1,14,7028.85318431484,7354.764204093053,849.7935008299191,0.8790992671853971,105
dropS_2,dropS,2,0,2825.2279344434946,2321.5017447779437,1119.092272920017,0.603893102118696,1379
dropS_2,dropS,2,1,483.03854113629427,481.6556362415777,207.6947914852795,0.5700243897791247,18
dropS_2,dropS,2,2,830.2183874945848,705.1764361273983,239.71623587618149,0.7112612301931881,45
dropS_2,dropS,2,3,681.1670437155414,568.3277361945113,187.083585764802,0.7253484479455689,29
dropS_2,dropS,2,4,673.4840116932073,497.76496872574785,231.50122212343817,0.6562632251040073,27
dropS_2,dropS,2,5,546.1526576373445,283.2794917465581,158.29962846618628,0.710154979102381,14
dropS_2,dropS,2,6,603.6957655325755,376.3478002254451,187.86715162471495,0.6888049207054151,18
dropS_2,dropS,2,7,5654.949734796744,5623.927317548206,1209.6455467596165,0.7860908401508374,74
dropS_3,dropS,3,0,2972.2561074743135,2604.65647479831,1044.1956286553932,0.6486858497726488,1139
dropS_3,dropS,3,1,902.8101810614913,719.6046911224025,261.3916642058539,0.7104688563674381,29
dropS_3,dropS,3,2,1638.4458211866372,610.4905055339575,417.9834773648724,0.744890266153476,49
dropS_3,dropS,3,3,954.3628258911558,829.4517554608709,231.01093345419022,0.7579422341409002,49
dropS_3,dropS,3,4,596.164160587306,415.6149229703462,295.82492061450944,0.5037861378263999,20
dropS_3,dropS,3,5,1234.8019210328139,688.3167652649622,430.94196173658474,0.6510031654501023,66
dropS_3,dropS,3,6,594.46216070932,412.36756747345623,267.1244492729927,0.5506451597284908,18
dropS_3,dropS,3,7,635.520764017286,355.7101030415273,224.89096436696707,0.6461312090806051,22
dropS_3,dropS,3,8,666.2558362272493,699.2108259549418,331.5728882098121,0.5023339831627114,32
dropS_3,dropS,3,9,560.9682595481615,388.43396963731186,288.3433494556111,0.48598990308674395,20
dropS_3,dropS,3,10,631.2884395930635,383.52009735066156,246.84828975032258,0.6089770154678515,19
dropS_3,dropS,3,11,464.66087880800075,378.8258162486776,224.7124682450036,0.5163946902061978,12
dropS_3,dropS,3,12,6042.503286263772,5873.012426892826,1024.877080900065,0.8303886597414212,194
dropS_4,dropS,4,0,2770.813626090164,2164.2825130977544,1087.8093879871863,0.6074043458772177,1011
dropS_4,dropS,4,1,1571.1232648385799,1020.8488194324595,257.84739162747286,0.8358834106794513,68
dropS_4,dropS,4,2,1504.4045610875137,820.6053257875946,265.7720115251791,0.823337406440023,62
dropS_4,dropS,4,3,512.2437149309775,421.4172071708872,157.10484385685132,0.6933005925157706,12
dropS_4,dropS,4,4,928.6038116903576,609.6437505519145,186.82548743229037,0.7988103375408206,38
dropS_4,dropS,4,5,916.2809656640638,635.5764822484117,266.4835310965859,0.7091683216365243,30
dropS_4,dropS,4,6,629.3707623529347,505.6096028036105,174.45054917726816,0.7228175193186988,22
dropS_4,dropS,4,7,899.8169471587676,560.2171110394613,407.40381357411513,0.5472370076374755,36
dropS_4,dropS,4,8,646.8747716812472,431.1486182590258,238.46918419441863,0.6313518556696376,28
dropS_4,dropS,4,9,464.5845666819801,330.49997351684516,254.2414445511985,0.452755294117996,14
dropS_4,dropS,4,10,505.0533387777747,261.86476218280205,176.60935313488565,0.6503154427960441,13
dropS_4,dropS,4,11,696.6901779995904,359.905608528617,234.9226608743375,0.6628018188100886,21
dropS_4,dropS,4,12,397.4774788509323,312.9101659669244,149.58169434270576,0.6236725291326404,12
dropS_4,dropS,4,13,5981.458974433317,5811.308107105331,1130.5049840091772,0.8109984555872873,183
dropS_5,dropS,5,0,3354.241821714213,3226.8832977075126,1209.7360260551056,0.6393414397782269,1784
dropS_5,dropS,5,1,1917.983409269104,801.4589844242771,452.4626044830708,0.7640946202681216,84
dropS_5,dropS,5,2,1784.7453874313533,898.1217979821973,417.70137131516174,0.7659602460627019,107
dropS_5,dropS,5,3,1213.739680518986,660.9588911816376,259.6653023404897,0.7860617836689175,44
dropS_5,dropS,5,4,638.7969084167426,468.0373122695613,194.48696455833058,0.6955417880146504,21
dropS_5,dropS,5,5,476.95903491607044,240.60368403708588,141.04460283815948,0.7042836124008452,12
dropS_5,dropS,5,6,345.7817383139551,306.8896412941426,162.0213139565471,0.5314347288941019,12
dropS_5,dropS,5,7,5819.3683301249785,6384.451117328507,1375.249565583331,0.7636771746403967,149
