tomo_set,sub_group_type,idd,clustersubgroup,PC1-axis,PC2-axis,PC3-axis,eccentricity,numPar,Avg Size (nm)
SP2_4,SP1,4,16,676.181636096622,333.1153094237416,236.24630695646974,0.6506170911114308,18,45.62139715265459
SP2_4,SP1,4,17,590.3977202138137,378.5883084106404,332.888297635977,0.4361626303105968,19,46.164300892489535
SP2_4,SP1,4,18,767.3622535976415,677.6955666558301,436.16793783976965,0.4316009996649252,35,60.176509571870554
SP2_4,SP1,4,19,425.92526278298413,279.04465940488626,137.77831724504327,0.6765199689147259,10,28.185179001401373
SP2_4,SP1,4,20,281.35384521219845,216.16129421632752,191.7760872534947,0.31838113991704564,11,23.65649662328466
SP2_4,SP1,4,21,372.0569367215741,387.8252876994301,220.55108923205051,0.4072114575380215,10,29.63040129768123
SP2_4,SP1,4,22,293.74387931996836,203.9190462457468,80.6006166457938,0.7256092047521527,7,18.717224798288107
SP3_2,SP2,2,0,1332.4998435442153,606.8337662369363,418.3676091551423,0.6860280238064734,48,87.54337263496788
SP3_2,SP2,2,1,1335.0721359574056,761.3547769019218,513.5521930214978,0.6153374943645125,65,92.43121644894518
SP3_2,SP2,2,2,1014.2210244056912,624.0152786633412,463.7563136530757,0.5427463023409265,43,73.89886690293835
SP3_2,SP2,2,3,1305.79939917213,872.7961452669763,564.5116194404575,0.5676888656876738,47,93.51555093062937
SP3_2,SP2,2,4,3696.290400717909,1704.9780396036074,582.7062973675128,0.8423537562810711,199,213.94983490427109
SP3_2,SP2,2,5,515.2568651499174,347.15242291111537,86.943499330208,0.8312618322806602,10,30.110018224006275
SP3_2,SP2,2,6,886.8669541728676,637.7923104501021,479.8932242865352,0.4588892707879668,39,68.33800892297015
SP3_2,SP2,2,7,919.5860452896006,417.84096033567334,204.3318266021656,0.7778002095085987,21,56.19589359458831
SP3_2,SP2,2,8,670.3436169558228,348.7161849336598,259.9541557568257,0.6122076063954566,15,46.514888635632424
SP3_2,SP2,2,9,538.3088393942238,327.3080582656377,203.9532223620841,0.6211222862481709,14,37.1131030878154
SP3_3,SP2,3,0,1151.166282574069,676.4732774077634,362.1824602806177,0.685377807043863,39,75.66743714273434
SP3_3,SP2,3,1,2688.5481578153685,1708.8470973516214,608.3627821365418,0.7737207048465597,218,164.8455469975955
SP3_3,SP2,3,2,743.7460744931723,535.2872789619363,409.5661157919116,0.449319963038445,27,57.6656095142542
SP3_3,SP2,3,3,2179.55562566662,1346.9246246555294,527.3912199413235,0.7580280981449967,120,135.34734228039719
SP3_3,SP2,3,4,1114.9957428629184,460.9231020655492,477.1791003181695,0.5720350473330591,38,79.6087421590544
SP3_3,SP2,3,5,346.9797294790968,163.5613103969703,92.60467914382464,0.7331121351588826,9,21.97922043114607
SP3_3,SP2,3,6,1080.1799229948892,573.5331025501328,352.73902413094385,0.6734441951550578,44,71.64594735629166
SP3_3,SP2,3,7,1132.3004206242172,635.2853217312762,411.782618856444,0.6363309494935667,52,77.20415197403307
SP3_3,SP2,3,8,1562.8233694219214,847.6011900423085,633.2168666574153,0.594825058898602,87,109.80201180396685
SP3_3,SP2,3,9,288.1111925241944,196.4795598226145,111.7910262483974,0.6119865206589998,6,19.99511093862959
SP3_3,SP2,3,10,1967.672290421874,1018.6935814252936,477.18396178702574,0.7574880918383435,93,122.24281261044499
SP3_3,SP2,3,11,1701.0973391386915,792.0260278499042,557.3040062423433,0.6723855869855628,80,112.92006726905174
SP3_3,SP2,3,12,456.45557791191163,312.750342353261,110.23705113124493,0.758493363942375,9,28.33463145215783
SP3_3,SP2,3,13,767.7811898169838,497.26723898193876,247.94710619242508,0.6770601969924162,22,50.78641480047044
SP3_4,SP2,4,0,1012.649336210898,443.0886106284954,373.1616134546469,0.6314996710994428,60,69.29054748327725
SP3_4,SP2,4,1,949.2451495638793,606.2411155183856,296.95206213011755,0.6871703139420317,64,62.30986058469985
SP3_4,SP2,4,2,735.9481661033436,415.52514826456843,290.5463567060005,0.6052081245825114,44,51.324726140467206
SP3_4,SP2,4,3,395.3497062783927,93.12726319494872,57.80044166755483,0.8537992042243896,12,22.657507397297376
SP3_4,SP2,4,4,2761.857085452929,2137.342695407778,319.066854547155,0.8844737998111043,304,154.04619700000418
SP3_4,SP2,4,5,1907.0289732951928,1528.7340780226484,310.11838555433286,0.8373813980295888,168,110.85736794247627
SP3_4,SP2,4,6,2293.252925694964,948.0515042250764,303.21883031277224,0.8677778508792777,194,129.8235878003868
SP3_4,SP2,4,7,364.92394461675696,268.58038832954946,95.56795168783115,0.7381154262480731,16,23.024594815229406
SP3_4,SP2,4,8,1315.7336620042715,450.56355641699264,209.80440011285503,0.8405418921993242,58,76.27690310585633
SP3_4,SP2,4,9,473.96931639663734,404.53089894218493,174.23703418301864,0.6323875235054037,18,32.410317528982794
SP3_4,SP2,4,10,754.9209668034015,444.29358951534243,222.9775899249267,0.7046345250296975,38,48.894927836416414
SP3_4,SP2,4,11,1262.237974756781,682.3015165295698,38.08693969391096,0.9698258644917968,45,65.0162457225346
SP3_4,SP2,4,12,2115.9912950226458,874.8492360359983,242.6555447194257,0.885322994810889,196,117.93234198710357
SP3_4,SP2,4,13,1550.2007672141758,766.6518292014833,262.97766327266345,0.8303589645712448,147,90.65892152434196
SP3_4,SP2,4,14,1462.1202662255782,1003.4940212809787,276.68163959121637,0.8107668391017777,124,86.94009529083974
SP3_4,SP2,4,15,539.9840517519874,372.06934760155616,259.0308796391221,0.5202990184641714,22,39.95074656955548
SP3_4,SP2,4,16,697.2926137997824,299.656433024429,220.50807559761398,0.6837653644486621,22,45.89003446986982
SP3_4,SP2,4,17,690.6837303484144,344.2159726264703,115.98150353652441,0.8320772613566303,24,40.33326169424694
SP3_4,SP2,4,18,1251.696923950078,1005.9469078444664,278.8334836828955,0.7772356244170043,94,76.52652038164868
SP3_4,SP2,4,19,467.2709936317167,316.6074063368467,126.20060734527505,0.7299198771907056,24,29.67358004884959
SP3_4,SP2,4,20,1137.3677590813493,452.6462722769983,187.7944372043466,0.8348867939108561,76,66.2581098142848
SP3_1,SP2,1,0,1806.7989215472132,1165.5920078580818,336.8133274613021,0.8135856052134018,189,107.18061245042577
SP3_1,SP2,1,1,1778.1724040038748,1294.0973004091393,313.2630020031108,0.8238286674015731,174,104.57177030034927
SP3_1,SP2,1,2,3783.0074717049483,1512.4328899961224,443.5627067566329,0.8827486569682281,408,211.32850892307906
SP3_1,SP2,1,3,807.4118262520119,526.3378549929305,241.28707677522885,0.7011598431803034,56,52.43494515136204
SP3_1,SP2,1,4,342.85390264439684,282.2671711892812,161.43174186803574,0.5291529697549617,16,25.214282225621627
SP3_1,SP2,1,5,2305.613888554577,1345.128848280735,281.5831466552645,0.8778706408505402,268,129.35985176049206
SP3_1,SP2,1,6,1448.8926338333508,1051.877839072132,372.79542318824076,0.7427032103807915,192,91.08440285107959
SP3_1,SP2,1,7,590.259995534464,487.53758830839587,193.39311436773846,0.6723594418886099,44,39.182655495110126
SP3_1,SP2,1,8,1380.708311880523,1066.3067520932002,354.356128026164,0.7433519267052637,134,86.75322199533436
SP3_1,SP2,1,9,1137.1325261031634,879.2822895503454,249.52201212360958,0.7805691013177717,100,69.33272691133865
SP3_1,SP2,1,10,2663.9300992181657,1374.1019516509073,648.8829105666664,0.7564189425401566,384,165.6406504892416
SP3_1,SP2,1,11,514.1168727684236,317.11227388266974,23.465156084032955,0.9543583233172692,10,26.87910144262283
