Unnamed: 0,selgroup,volseg,pixelRato2initalMask,sradius,numsel_allcluster,numsel_noisecluster,numsel_Currentcluster,shelldistance,vol_density_numsel_allcluster,vol_density_numsel_noisecluster,shell_density_numsel_allcluster,shell_density_numsel_noisecluster,sub_group_type,idd,vol_density_numsel_Currentcluster,shell_density_numsel_Currentcluster
0,0.0,38056.0,0.064911,10.0,0.0,0.0,0.0,0.00091349,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
1,0.0,1027300.0,0.19472,30.0,0.0,0.0,0.0,19.97,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
2,0.0,4755900.0,0.32453000000000004,50.0,0.0,0.0,0.0,47.188,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
3,0.0,13050000.0,0.45434,70.0,1.0,0.0,1.0,75.009,127.28962207711207,0.0,200.2784591584756,0.0,SP1,1,127.28962207711207,200.2784591584756
4,0.0,27736000.0,0.58415,90.0,2.0,0.0,2.0,102.95,119.78148024995043,0.0,113.10973499293968,0.0,SP1,1,119.78148024995043,113.10973499293968
5,0.0,50639000.0,0.71396,110.0,7.0,0.0,7.0,131.07,229.62355055874298,0.0,362.64453742005685,0.0,SP1,1,229.62355055874298,362.64453742005685
6,0.0,83587000.0,0.84377,130.0,9.0,0.0,9.0,159.12,178.85755097032802,0.0,100.83340828616682,0.0,SP1,1,178.85755097032802,100.83340828616682
7,0.0,128400000.0,0.97358,150.0,12.0,0.0,12.0,187.2,155.24575402862732,0.0,111.204085964317,0.0,SP1,1,155.24575402862732,111.204085964317
8,0.0,186920000.0,1.1034,170.0,15.0,0.0,15.0,215.31,133.30271518079758,0.0,85.15701818726824,0.0,SP1,1,133.30271518079758,85.15701818726824
9,0.0,260960000.0,1.2332,190.0,17.0,0.0,17.0,243.44,108.21276309705436,0.0,44.87113906283935,0.0,SP1,1,108.21276309705436,44.87113906283935
10,0.0,352340000.0,1.3630000000000002,210.0,18.0,0.0,18.0,271.59,84.86215651334967,0.0,18.178261852772078,0.0,SP1,1,84.86215651334967,18.178261852772078
11,0.0,462900000.0,1.4928,230.0,20.0,0.0,20.0,299.74,71.77055813809947,0.0,30.049377136510717,0.0,SP1,1,71.77055813809947,30.049377136510717
12,0.0,594460000.0,1.6226,250.0,23.0,0.0,23.0,327.91,64.27006033449716,0.0,37.879208758885206,0.0,SP1,1,64.27006033449716,37.879208758885206
13,0.0,748850000.0,1.7524,270.0,23.0,0.0,23.0,356.08,51.01953671155128,0.0,0.0,0.0,SP1,1,51.01953671155128,0.0
14,0.0,927890000.0,1.8822,290.0,24.0,1.0,23.0,384.26,42.965340325417344,1.7902225135590557,9.2779801614517,9.2779801614517,SP1,1,41.175117811858286,0.0
15,0.0,1133400000.0,2.0121,310.0,24.0,1.0,23.0,412.44,35.17479233681974,1.4656163473674892,0.0,0.0,SP1,1,33.70917598945225,0.0
16,0.0,1367200000.0,2.1419,330.0,25.0,1.0,24.0,440.62,30.37466296273977,1.2149865185095907,7.1049168866822585,0.0,SP1,1,29.159676444230172,7.1049168866822585
17,0.0,1631200000.0,2.2717,350.0,26.0,2.0,24.0,468.8,26.47705294921783,2.0366963807090634,6.2921574549481525,6.2921574549481525,SP1,1,24.440356568508765,0.0
18,1.0,37368.0,0.076565,10.0,0.0,0.0,0.0,0.00059802,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
19,1.0,1008700.0,0.22968,30.0,0.0,0.0,0.0,27.654,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
20,1.0,4669800.0,0.3828,50.0,3.0,0.0,3.0,56.965,1067.1524913955495,0.0,1361.1725176364855,0.0,SP1,1,1067.1524913955495,1361.1725176364855
21,1.0,12814000.0,0.53591,70.0,4.0,0.0,4.0,86.45700000000002,518.5358414566294,0.0,203.96473172396458,0.0,SP1,1,518.5358414566294,203.96473172396458
22,1.0,27233000.0,0.68903,90.0,6.0,0.0,6.0,115.93,365.98161820724386,0.0,230.40842889330918,0.0,SP1,1,365.98161820724386,230.40842889330918
23,1.0,49723000.0,0.84214,110.0,8.0,0.0,8.0,145.44,267.2613588248999,0.0,147.7216156608548,0.0,SP1,1,267.2613588248999,147.7216156608548
24,1.0,82073000.0,0.99526,130.0,14.0,0.0,14.0,175.01,283.35523197017744,0.0,308.0920373612944,0.0,SP1,1,283.35523197017744,308.0920373612944
25,1.0,126080000.0,1.1484,150.0,15.0,0.0,15.0,204.62,197.6280418908208,0.0,37.74693953476293,0.0,SP1,1,197.6280418908208,37.74693953476293
26,1.0,183530000.0,1.3015,170.0,16.0,0.0,16.0,234.26,144.81595973247425,0.0,28.914352795584197,0.0,SP1,1,144.81595973247425,28.914352795584197
27,1.0,256230000.0,1.4546,190.0,16.0,0.0,16.0,263.91,103.72740541584123,0.0,0.0,0.0,SP1,1,103.72740541584123,0.0
28,1.0,345950000.0,1.6077,210.0,16.0,0.0,16.0,293.57,76.82634221621909,0.0,0.0,0.0,SP1,1,76.82634221621909,0.0
29,1.0,454520000.0,1.7608,230.0,17.0,0.0,17.0,323.22,62.12972511178234,0.0,15.300078917807056,0.0,SP1,1,62.12972511178234,15.300078917807056
30,1.0,583690000.0,1.9139,250.0,17.0,0.0,17.0,352.87,48.380480491026596,0.0,0.0,0.0,SP1,1,48.380480491026596,0.0
31,1.0,735290000.0,2.0671,270.0,18.0,1.0,17.0,382.53,40.664679549447996,2.2591488638582216,10.957319050833194,10.957319050833194,SP1,1,38.40553068558978,0.0
32,1.0,911090000.0,2.2202,290.0,19.0,2.0,17.0,412.17,34.64143146562901,3.646466470066211,9.448973652481866,9.448973652481866,SP1,1,30.9949649955628,0.0
33,1.0,1112900000.0,2.3733,310.0,19.0,2.0,17.0,441.81,28.3596565675442,2.985227007109915,0.0,0.0,SP1,1,25.37442956043428,0.0
34,2.0,35101.0,0.081338,10.0,0.0,0.0,0.0,0.00048828,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
35,2.0,947520.0,0.244,30.0,0.0,0.0,0.0,29.334,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
36,2.0,4386500.0,0.40666,50.0,1.0,0.0,1.0,59.338,378.6913411846147,0.0,483.0297262869549,0.0,SP1,1,378.6913411846147,483.0297262869549
37,2.0,12036000.0,0.5693199999999999,70.0,1.0,0.0,1.0,89.48700000000002,138.0134237376464,0.0,0.0,0.0,SP1,1,138.0134237376464,0.0
38,2.0,25581000.0,0.73197,90.0,2.0,0.0,2.0,119.66,129.87213698497422,0.0,122.63784186831393,0.0,SP1,1,129.87213698497422,122.63784186831393
39,2.0,46706000.0,0.8946299999999999,110.0,5.0,0.0,5.0,149.83,177.82828417187432,0.0,235.90005700918044,0.0,SP1,1,177.82828417187432,235.90005700918044
40,2.0,77094000.0,1.0573,130.0,9.0,0.0,9.0,180.02,193.9212664144656,0.0,218.65599158961598,0.0,SP1,1,193.9212664144656,218.65599158961598
41,2.0,118430000.0,1.22,150.0,11.0,0.0,11.0,210.24,154.2888225041749,0.0,80.37205187276524,0.0,SP1,1,154.2888225041749,80.37205187276524
42,2.0,172400000.0,1.3826,170.0,11.0,0.0,11.0,240.46,105.98854552882506,0.0,0.0,0.0,SP1,1,105.98854552882506,0.0
43,2.0,240690000.0,1.5453,190.0,13.0,1.0,12.0,270.7,89.71990687349728,6.901531297961329,48.64927714471554,24.32463857235777,SP1,1,82.81837557553594,24.32463857235777
44,2.0,324970000.0,1.7079,210.0,13.0,1.0,12.0,300.94,66.45131669194714,5.1116397455343945,0.0,0.0,SP1,1,61.339676946412744,0.0
45,2.0,426950000.0,1.8706,230.0,13.0,1.0,12.0,331.17,50.57895394163732,3.890688764741333,0.0,0.0,SP1,1,46.688265176896,0.0
46,2.0,548280000.0,2.0332,250.0,13.0,1.0,12.0,361.35,39.3862340143395,3.029710308795346,0.0,0.0,SP1,1,36.356523705544156,0.0
47,2.0,690680000.0,2.1959,270.0,13.0,1.0,12.0,391.54,31.265831333442488,2.4050639487263457,0.0,0.0,SP1,1,28.860767384716144,0.0
48,2.0,855810000.0,2.3586,290.0,14.0,2.0,12.0,421.72,27.174038575721685,3.8820055108173834,10.059526240575984,10.059526240575984,SP1,1,23.2920330649043,0.0
49,2.0,1045400000.0,2.5212,310.0,15.0,3.0,12.0,451.91,23.83484170804925,4.766968341609849,8.76169401395808,8.76169401395808,SP1,1,19.067873366439397,0.0
50,3.0,34230.0,0.082225,10.0,0.0,0.0,0.0,0.0013386,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
51,3.0,924030.0,0.24666,30.0,1.0,0.0,1.0,32.579,1797.7009059297989,0.0,1866.8572354532614,0.0,SP1,1,1797.7009059297989,1866.8572354532614
52,3.0,4277700.0,0.41109,50.0,1.0,0.0,1.0,65.156,388.32306335327684,0.0,0.0,0.0,SP1,1,388.32306335327684,0.0
53,3.0,11738000.0,0.57552,70.0,1.0,0.0,1.0,97.734,141.51725746347861,0.0,0.0,0.0,SP1,1,141.51725746347861,0.0
54,3.0,24947000.0,0.7399600000000001,90.0,3.0,0.0,3.0,130.31,199.75903733190108,0.0,251.51481082690776,0.0,SP1,1,199.75903733190108,251.51481082690776
55,3.0,45548000.0,0.90439,110.0,7.0,0.0,7.0,162.89,255.28907914165688,0.0,322.533773720948,0.0,SP1,1,255.28907914165688,322.533773720948
56,3.0,75183000.0,1.0688,130.0,9.0,0.0,9.0,195.47,198.85035331067942,0.0,112.10592664797116,0.0,SP1,1,198.85035331067942,112.10592664797116
57,3.0,115490000.0,1.2333,150.0,10.0,0.0,10.0,228.04,143.83319491785542,0.0,41.21193758171812,0.0,SP1,1,143.83319491785542,41.21193758171812
58,3.0,168120000.0,1.3977,170.0,10.0,0.0,10.0,260.62,98.80618416049921,0.0,0.0,0.0,SP1,1,98.80618416049921,0.0
59,3.0,234720000.0,1.5621,190.0,12.0,0.0,12.0,293.2,84.92482454531248,0.0,49.883770814003384,0.0,SP1,1,84.92482454531248,49.883770814003384
60,3.0,316910000.0,1.7266,210.0,12.0,0.0,12.0,325.78,62.89973436393851,0.0,0.0,0.0,SP1,1,62.89973436393851,0.0
61,3.0,416360000.0,1.891,230.0,12.0,0.0,12.0,358.35,47.87576812680312,0.0,0.0,0.0,SP1,1,47.87576812680312,0.0
62,3.0,534680000.0,2.0554,250.0,12.0,0.0,12.0,390.93,37.28128005026511,0.0,0.0,0.0,SP1,1,37.28128005026511,0.0
63,3.0,673560000.0,2.2199,270.0,12.0,0.0,12.0,423.51,29.594326885913283,0.0,0.0,0.0,SP1,1,29.594326885913283,0.0
64,3.0,834600000.0,2.3843,290.0,12.0,0.0,12.0,456.09,23.88396215825036,0.0,0.0,0.0,SP1,1,23.88396215825036,0.0
65,3.0,1019500000.0,2.5487,310.0,12.0,0.0,12.0,488.66,19.55228525480701,0.0,0.0,0.0,SP1,1,19.55228525480701,0.0
66,4.0,39612.0,0.0749,10.0,0.0,0.0,0.0,0.00054592,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
67,4.0,1069300.0,0.22469,30.0,0.0,0.0,0.0,24.885,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
68,4.0,4950300.0,0.37447,50.0,0.0,0.0,0.0,54.88399999999999,0.0,0.0,0.0,0.0,SP1,1,0.0,0.0
69,4.0,13583000.0,0.5242600000000001,70.0,1.0,0.0,1.0,85.29700000000003,122.29474844337128,0.0,192.4229462516145,0.0,SP1,1,122.29474844337128,192.4229462516145
70,4.0,28869000.0,0.67404,90.0,3.0,0.0,3.0,115.76,172.62075944157874,0.0,217.33999321029862,0.0,SP1,1,172.62075944157874,217.33999321029862
71,4.0,52708000.0,0.82383,110.0,8.0,0.0,8.0,146.21,252.1256079693879,0.0,348.40588281939523,0.0,SP1,1,252.1256079693879,348.40588281939523
72,4.0,87003000.0,0.97362,130.0,10.0,0.0,10.0,176.73,190.92784939672336,0.0,96.87298837185085,0.0,SP1,1,190.92784939672336,96.87298837185085
73,4.0,133650000.0,1.1234,150.0,13.0,0.0,13.0,207.21,161.5763889665698,0.0,106.83192283145618,0.0,SP1,1,161.5763889665698,106.83192283145618
74,4.0,194560000.0,1.2732,170.0,13.0,0.0,13.0,237.72,110.99241563210352,0.0,0.0,0.0,SP1,1,110.99241563210352,0.0
75,4.0,271620000.0,1.423,190.0,13.0,0.0,13.0,268.25,79.5032927817615,0.0,0.0,0.0,SP1,1,79.5032927817615,0.0
76,4.0,366740000.0,1.5728,210.0,13.0,0.0,13.0,298.79,58.88281721487173,0.0,0.0,0.0,SP1,1,58.88281721487173,0.0
77,4.0,481810000.0,1.7225,230.0,13.0,0.0,13.0,329.34,44.81991736448404,0.0,0.0,0.0,SP1,1,44.81991736448404,0.0
78,4.0,618750000.0,1.8723,250.0,13.0,0.0,13.0,359.84,34.900500016779084,0.0,0.0,0.0,SP1,1,34.900500016779084,0.0
79,4.0,779450000.0,2.0221,270.0,14.0,0.0,14.0,390.36,29.836184429390432,0.0,10.336836142540836,0.0,SP1,1,29.836184429390432,10.336836142540836
80,4.0,965810000.0,2.1719,290.0,16.0,1.0,15.0,420.88,27.518945848252763,1.7199341155157972,17.827104186588453,8.913552093294227,SP1,1,25.79901173273696,8.913552093294227
81,4.0,1179700000.0,2.3217,310.0,17.0,1.0,16.0,451.4,23.937613510051122,1.4080949123559483,7.7662797143686575,0.0,SP1,1,22.529518597695173,7.7662797143686575
82,4.0,1423100000.0,2.4715,330.0,17.0,1.0,16.0,481.93,19.84344224426064,1.1672613084859196,0.0,0.0,SP1,1,18.676180935774713,0.0
83,0.0,35175.0,0.073388,10.0,0.0,0.0,0.0,0.00096118,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
84,0.0,949520.0,0.22015,30.0,0.0,0.0,0.0,27.864,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
85,0.0,4395800.0,0.36691,50.0,0.0,0.0,0.0,58.322,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
86,0.0,12062000.0,0.51367,70.0,0.0,0.0,0.0,88.992,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
87,0.0,25635000.0,0.6604300000000001,90.0,4.0,0.0,4.0,119.74,259.1971239487126,0.0,489.5393997218928,0.0,SP1,2,259.1971239487126,489.5393997218928
88,0.0,46804000.0,0.80719,110.0,7.0,0.0,7.0,150.51,248.43831674096626,0.0,235.40973613864315,0.0,SP1,2,248.43831674096626,235.40973613864315
89,0.0,77257000.0,0.95395,130.0,9.0,0.0,9.0,181.27,193.5121233410152,0.0,109.09464211120823,0.0,SP1,2,193.5121233410152,109.09464211120823
90,0.0,118680000.0,1.1007,150.0,12.0,0.0,12.0,212.08,167.96052255877774,0.0,120.30487179390524,0.0,SP1,2,167.96052255877774,120.30487179390524
91,0.0,172760000.0,1.2475,170.0,12.0,0.0,12.0,242.93,115.38292901872973,0.0,0.0,0.0,SP1,2,115.38292901872973,0.0
92,0.0,241190000.0,1.3942,190.0,13.0,0.0,13.0,273.69,89.53391262233947,0.0,24.274873127375603,0.0,SP1,2,89.53391262233947,24.274873127375603
93,0.0,325660000.0,1.541,210.0,16.0,0.0,16.0,304.45,81.61294936344959,0.0,58.99595956338271,0.0,SP1,2,81.61294936344959,58.99595956338271
94,0.0,427840000.0,1.6878,230.0,17.0,0.0,17.0,335.22,66.00411989951222,0.0,16.256895362167867,0.0,SP1,2,66.00411989951222,16.256895362167867
95,0.0,549440000.0,1.8345,250.0,17.0,0.0,17.0,366.0,51.39633564685372,0.0,0.0,0.0,SP1,2,51.39633564685372,0.0
96,0.0,692140000.0,1.9813,270.0,18.0,1.0,17.0,396.78,43.19983273024767,2.3999907072359816,11.640711759679833,11.640711759679833,SP1,2,40.79984202301169,0.0
97,0.0,857620000.0,2.128,290.0,19.0,2.0,17.0,427.57,36.80121941421601,3.8738125699174746,10.03824974683534,10.03824974683534,SP1,2,32.92740684429853,0.0
98,0.0,1047600000.0,2.2748,310.0,19.0,2.0,17.0,458.37,30.12739766515839,3.1713050173850936,0.0,0.0,SP1,2,26.9560926477733,0.0
99,0.0,1263700000.0,2.4216,330.0,20.0,3.0,17.0,489.17,26.289935397741747,3.9434903096612617,7.686855937558132,7.686855937558132,SP1,2,22.346445088080483,0.0
100,1.0,35236.0,0.082328,10.0,0.0,0.0,0.0,0.00088869,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
101,1.0,951190.0,0.24697,30.0,0.0,0.0,0.0,24.991,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
102,1.0,4403500.0,0.41161,50.0,2.0,0.0,2.0,52.477,754.4587569462075,0.0,962.3293204296904,0.0,SP1,2,754.4587569462075,962.3293204296904
103,1.0,12083000.0,0.57625,70.0,2.0,0.0,2.0,80.256,274.95316860155793,0.0,0.0,0.0,SP1,2,274.95316860155793,0.0
104,1.0,25681000.0,0.7408899999999999,90.0,4.0,0.0,4.0,108.23,258.7328481143744,0.0,244.3196893817197,0.0,SP1,2,258.7328481143744,244.3196893817197
105,1.0,46887000.0,0.90553,110.0,6.0,0.0,6.0,136.32,212.57016675491874,0.0,156.66599718063873,0.0,SP1,2,212.57016675491874,156.66599718063873
106,1.0,77394000.0,1.0702,130.0,7.0,0.0,7.0,164.48,150.24300303310577,0.0,54.450767630586824,0.0,SP1,2,150.24300303310577,54.450767630586824
107,1.0,118890000.0,1.2348,150.0,7.0,0.0,7.0,192.67,97.80391098279236,0.0,0.0,0.0,SP1,2,97.80391098279236,0.0
108,1.0,173070000.0,1.3994,170.0,8.0,0.0,8.0,220.87,76.78417140377012,0.0,30.659460467078482,0.0,SP1,2,76.78417140377012,30.659460467078482
109,1.0,241620000.0,1.5641,190.0,10.0,0.0,10.0,248.94,68.74967172031754,0.0,48.46475763986322,0.0,SP1,2,68.74967172031754,48.46475763986322
110,1.0,326230000.0,1.7287,210.0,12.0,1.0,11.0,277.01,61.10276436034622,5.091897030028852,39.2655612364097,19.63278061820485,SP1,2,56.01086733031736,19.63278061820485
111,1.0,428600000.0,1.8934,230.0,12.0,1.0,11.0,305.09,46.50852733848751,3.8757106115406263,0.0,0.0,SP1,2,42.63281672694689,0.0
112,1.0,550410000.0,2.0580000000000003,250.0,13.0,2.0,11.0,333.19,39.23381549278185,6.035971614274131,13.637054167197375,13.637054167197375,SP1,2,33.19784387850772,0.0
113,1.0,693360000.0,2.2226,270.0,16.0,4.0,12.0,361.28,38.33228494534008,9.58307123633502,34.86106124042628,23.24070749361752,SP1,2,28.749213709005065,11.62035374680876
114,1.0,859130000.0,2.3873,290.0,16.0,4.0,12.0,389.38,30.93603190402034,7.734007976005085,0.0,0.0,SP1,2,23.202023928015254,0.0
115,1.0,1049400000.0,2.5519,310.0,19.0,7.0,12.0,417.48,30.075721168305634,11.080528851481024,26.19114260954925,26.19114260954925,SP1,2,18.99519231682461,0.0
116,2.0,35204.0,0.079746,10.0,0.0,0.0,0.0,0.0009533999999999999,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
117,2.0,950340.0,0.23922,30.0,0.0,0.0,0.0,26.335,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
118,2.0,4399500.0,0.3987,50.0,0.0,0.0,0.0,54.37600000000001,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
119,2.0,12072000.0,0.5581699999999999,70.0,2.0,0.0,2.0,82.07,275.2037057830206,0.0,433.0086850717008,0.0,SP1,2,275.2037057830206,433.0086850717008
120,2.0,25658000.0,0.71765,90.0,3.0,0.0,3.0,109.74,194.22358345619054,0.0,122.26774386179243,0.0,SP1,2,194.22358345619054,122.26774386179243
121,2.0,46844000.0,0.8771200000000001,110.0,5.0,0.0,5.0,137.47,177.30441124864575,0.0,156.8138929582094,0.0,SP1,2,177.30441124864575,156.8138929582094
122,2.0,77324000.0,1.0366,130.0,6.0,0.0,6.0,165.17,128.89629880293148,0.0,54.49900157829109,0.0,SP1,2,128.89629880293148,54.49900157829109
123,2.0,118780000.0,1.1961,150.0,7.0,0.0,7.0,192.88,97.894485407848,0.0,40.06970204810672,0.0,SP1,2,97.894485407848,40.06970204810672
124,2.0,172910000.0,1.3556,170.0,8.0,0.0,8.0,220.6,76.85522262940545,0.0,30.687780678114034,0.0,SP1,2,76.85522262940545,30.687780678114034
125,2.0,241400000.0,1.515,190.0,8.0,0.0,8.0,248.33,55.049861411973886,0.0,0.0,0.0,SP1,2,55.049861411973886,0.0
126,2.0,325940000.0,1.6745,210.0,9.0,0.0,9.0,276.07,45.867847189534295,0.0,19.64903676491971,0.0,SP1,2,45.867847189534295,19.64903676491971
127,2.0,428210000.0,1.834,230.0,9.0,0.0,9.0,303.82,34.91316436551414,0.0,0.0,0.0,SP1,2,34.91316436551414,0.0
128,2.0,549920000.0,1.9935,250.0,12.0,0.0,12.0,331.57,36.24809939132192,0.0,40.9447761426254,0.0,SP1,2,36.24809939132192,40.9447761426254
129,2.0,692740000.0,2.1529,270.0,14.0,1.0,13.0,359.33,33.5707681864601,2.3979120133185794,23.26186203761815,11.630931018809076,SP1,2,31.172856173141522,11.630931018809076
130,2.0,858360000.0,2.3124,290.0,15.0,2.0,13.0,387.09,29.028546905255,3.8704729207006667,10.029764328621617,10.029764328621617,SP1,2,25.158073984554328,0.0
131,2.0,1048500000.0,2.4719,310.0,15.0,2.0,13.0,414.85,23.764371503666844,3.1685828671555787,0.0,0.0,SP1,2,20.595788636511266,0.0
132,3.0,35525.0,0.08401499999999999,10.0,0.0,0.0,0.0,0.0011054,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
133,3.0,959000.0,0.25203000000000003,30.0,0.0,0.0,0.0,21.361,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
134,3.0,4439600.0,0.42004,50.0,0.0,0.0,0.0,47.475,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
135,3.0,12182000.0,0.58805,70.0,2.0,0.0,2.0,73.98,272.71869448470073,0.0,429.0993924639161,0.0,SP1,2,272.71869448470073,429.0993924639161
136,3.0,25891000.0,0.75607,90.0,3.0,0.0,3.0,100.58,192.47571373523374,0.0,121.1707322274646,0.0,SP1,2,192.47571373523374,121.1707322274646
137,3.0,47271000.0,0.92408,110.0,3.0,0.0,3.0,127.43,105.42168992234006,0.0,0.0,0.0,SP1,2,105.42168992234006,0.0
138,3.0,78028000.0,1.0921,130.0,3.0,0.0,3.0,154.12,63.866672275579745,0.0,0.0,0.0,SP1,2,63.866672275579745,0.0
139,3.0,119870000.0,1.2601,150.0,4.0,0.0,4.0,180.79,55.43103589242722,0.0,39.70005181650764,0.0,SP1,2,55.43103589242722,39.70005181650764
140,3.0,174490000.0,1.4281,170.0,5.0,0.0,5.0,207.51,47.59956353104224,0.0,30.41247836152165,0.0,SP1,2,47.59956353104224,30.41247836152165
141,3.0,243600000.0,1.5961,190.0,9.0,0.0,9.0,234.26,61.37178207289332,0.0,96.14409307517359,0.0,SP1,2,61.37178207289332,96.14409307517359
142,3.0,328910000.0,1.7641,210.0,10.0,0.0,10.0,261.03,50.50407613348065,0.0,19.471686415500084,0.0,SP1,2,50.50407613348065,19.471686415500084
143,3.0,432110000.0,1.9322,230.0,10.0,0.0,10.0,287.77,38.44228479105581,0.0,0.0,0.0,SP1,2,38.44228479105581,0.0
144,3.0,554920000.0,2.1002,250.0,11.0,0.0,11.0,314.47,32.92803512068304,0.0,13.526012279996028,0.0,SP1,2,32.92803512068304,13.526012279996028
145,3.0,699050000.0,2.2682,270.0,11.0,0.0,11.0,341.17,26.13893891591365,0.0,0.0,0.0,SP1,2,26.13893891591365,0.0
146,3.0,866180000.0,2.4362,290.0,11.0,0.0,11.0,367.88,21.09541348122727,0.0,0.0,0.0,SP1,2,21.09541348122727,0.0
147,3.0,1058000000.0,2.6042,310.0,12.0,1.0,11.0,394.6,18.840789052245512,1.5700657543537924,8.659835095956169,8.659835095956169,SP1,2,17.270723297891713,0.0
148,4.0,34964.0,0.07735800000000001,10.0,0.0,0.0,0.0,0.00088026,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
149,4.0,943840.0,0.23206,30.0,0.0,0.0,0.0,24.813,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
150,4.0,4369500.0,0.38676,50.0,0.0,0.0,0.0,54.323,0.0,0.0,0.0,0.0,SP1,2,0.0,0.0
151,4.0,11990000.0,0.54146,70.0,1.0,0.0,1.0,84.12100000000002,138.54291643922537,0.0,217.98170305180923,0.0,SP1,2,138.54291643922537,217.98170305180923
152,4.0,25482000.0,0.69616,90.0,3.0,0.0,3.0,114.13,195.56505393293057,0.0,246.23918886841275,0.0,SP1,2,195.56505393293057,246.23918886841275
153,4.0,46525000.0,0.8508600000000001,110.0,5.0,0.0,5.0,144.24,178.52010404151662,0.0,157.8795388591277,0.0,SP1,2,178.52010404151662,157.8795388591277
154,4.0,76796000.0,1.0056,130.0,7.0,0.0,7.0,174.21,151.41292484952587,0.0,109.75055783464785,0.0,SP1,2,151.41292484952587,109.75055783464785
155,4.0,117970000.0,1.1603,150.0,12.0,1.0,11.0,204.22,168.97138948271382,14.080949123559485,201.72069365452862,40.34413873090572,SP1,2,154.89044035915433,161.37655492362288
156,4.0,171730000.0,1.315,170.0,13.0,2.0,11.0,234.26,125.74788554930448,19.34582854604684,30.89898750197753,30.89898750197753,SP1,2,106.40205700325764,0.0
157,4.0,239750000.0,1.4697,190.0,13.0,2.0,11.0,264.31,90.0716762685383,13.857180964390507,0.0,0.0,SP1,2,76.2144953041478,0.0
158,4.0,323710000.0,1.6244,210.0,13.0,2.0,11.0,294.36,66.70996998975028,10.263072306115426,0.0,0.0,SP1,2,56.446897683634845,0.0
159,4.0,425290000.0,1.7791,230.0,13.0,2.0,11.0,324.43,50.776374674650384,7.81174994994621,0.0,0.0,SP1,2,42.96462472470417,0.0
160,4.0,546150000.0,1.9338,250.0,14.0,3.0,11.0,354.5,42.58136767094823,9.124578786631762,13.744245971424062,13.744245971424062,SP1,2,33.45678888431646,0.0
161,4.0,688000000.0,2.0885,270.0,15.0,4.0,11.0,384.58,36.216487676736456,9.657730047129723,11.710465760354685,11.710465760354685,SP1,2,26.55875762960674,0.0
162,4.0,852490000.0,2.2432,290.0,16.0,5.0,11.0,414.66,31.176991037667303,9.742809699271033,10.098665986420526,10.098665986420526,SP1,2,21.434181338396264,0.0
163,4.0,1041300000.0,2.3979,310.0,19.0,8.0,11.0,444.74,30.30967232691821,12.76196729554451,26.39366932005157,26.39366932005157,SP1,2,17.5477050313737,0.0
164,0.0,39438.0,0.068126,10.0,0.0,0.0,0.0,0.00065737,0.0,0.0,0.0,0.0,SP1,3,0.0,0.0
165,0.0,1064600.0,0.20436,30.0,0.0,0.0,0.0,9.6496,0.0,0.0,0.0,0.0,SP1,3,0.0,0.0
166,0.0,4928600.0,0.3406,50.0,0.0,0.0,0.0,32.733000000000004,0.0,0.0,0.0,0.0,SP1,3,0.0,0.0
167,0.0,13524000.0,0.47684,70.0,3.0,0.0,3.0,56.494,368.48481989935937,0.0,579.7739144564463,0.0,SP1,3,368.48481989935937,579.7739144564463
168,0.0,28743000.0,0.6130800000000001,90.0,5.0,0.0,5.0,80.367,288.9624548770678,0.0,218.29680900273502,0.0,SP1,3,288.9624548770678,218.29680900273502
169,0.0,52479000.0,0.74932,110.0,7.0,0.0,7.0,104.27,221.57257144275206,0.0,139.9671021323148,0.0,SP1,3,221.57257144275206,139.9671021323148
170,0.0,86624000.0,0.88556,130.0,13.0,0.0,13.0,128.25,249.2921636657515,0.0,291.8956628682933,0.0,SP1,3,249.2921636657515,291.8956628682933
171,0.0,133070000.0,1.0218,150.0,14.0,0.0,14.0,152.25,174.76376308325217,0.0,35.76474977621997,0.0,SP1,3,174.76376308325217,35.76474977621997
