Unnamed: 0,selgroup,volseg,pixelRato2initalMask,sradius,numsel_allcluster,numsel_noisecluster,numsel_Currentcluster,shelldistance,vol_density_numsel_allcluster,vol_density_numsel_noisecluster,shell_density_numsel_allcluster,shell_density_numsel_noisecluster,sub_group_type,idd,vol_density_numsel_Currentcluster,shell_density_numsel_Currentcluster,uniq
603,7.0,126800000.0,0.8814799999999999,2.0,22.0,0.0,22.0,165.33,288.20860014462835,0.0,262.74193277169616,0.0,SP1,1,288.20860014462835,262.74193277169616,SP2-1-7
604,7.0,184590000.0,0.9990100000000001,4.0,26.0,0.0,26.0,189.53,233.9745856805034,0.0,114.97695574364508,0.0,SP1,1,233.9745856805034,114.97695574364508,SP2-1-7
605,7.0,257700000.0,1.1165,6.0,28.0,0.0,28.0,213.75,180.48749672866413,0.0,45.44192499264978,0.0,SP1,1,180.48749672866413,45.44192499264978,SP2-1-7
606,7.0,347950000.0,1.2341,8.0,29.0,0.0,29.0,237.98,138.44735587033495,0.0,18.405867790651666,0.0,SP1,1,138.44735587033495,18.405867790651666,SP2-1-7
607,7.0,457120000.0,1.3516,10.0,30.0,0.0,30.0,262.21,109.0170787609148,0.0,15.215989448624278,0.0,SP1,1,109.0170787609148,15.215989448624278,SP2-1-7
608,7.0,587050000.0,1.4691,12.0,31.0,0.0,31.0,286.46,87.71828057456041,0.0,12.784803879830005,0.0,SP1,1,87.71828057456041,12.784803879830005,SP2-1-7
609,7.0,739520000.0,1.5867,14.0,34.0,2.0,32.0,310.71,76.37170775045247,4.49245339708544,32.684388432602724,21.789592288401813,SP1,1,71.87925435336705,10.894796144200908,SP2-1-7
610,7.0,916320000.0,1.7042,16.0,35.0,3.0,32.0,334.96,63.44894238226922,5.438480775623076,9.395529231370544,9.395529231370544,SP1,1,58.01046160664614,0.0,SP2-1-7
611,7.0,1119300000.0,1.8217,18.0,35.0,3.0,32.0,359.18,51.94276323034123,4.4522368483149615,0.0,0.0,SP1,1,47.49052638202626,0.0,SP2-1-7
624,8.0,357120000.0,0.90336,2.0,61.0,0.0,61.0,89.82,283.7390895342883,0.0,233.1284074855021,0.0,SP1,1,283.7390895342883,233.1284074855021,SP2-1-8
625,8.0,469180000.0,0.98939,4.0,69.0,1.0,68.0,100.76,244.2941732369997,3.5404952643043446,118.58858240987415,14.823572801234267,SP1,1,240.75367797269539,103.76500960863987,SP2-1-8
626,8.0,602520000.0,1.0754,6.0,72.0,3.0,69.0,111.75,198.5018404428973,8.270910018454055,37.373546605061776,24.91569773670785,SP1,1,190.23093042444324,12.457848868353924,SP2-1-8
627,8.0,759000000.0,1.1615,8.0,73.0,4.0,69.0,122.77,159.76608494303136,8.75430602427569,10.61560306816406,10.61560306816406,SP1,1,151.01177891875568,0.0,SP2-1-8
628,8.0,940480000.0,1.2475,10.0,74.0,4.0,70.0,133.75,130.70303253643576,7.0650287857532845,9.153237646607408,0.0,SP1,1,123.63800375068249,9.153237646607408,SP2-1-8
629,8.0,1148800000.0,1.3335,12.0,73.0,3.0,70.0,144.7,105.55576120452714,4.337907994706596,-7.973932258574848,-7.973932258574848,SP1,1,101.21785320982056,0.0,SP2-1-8
630,8.0,1385800000.0,1.4196,14.0,74.0,3.0,71.0,155.68,88.70225720873655,3.5960374544082385,7.0089855194359165,0.0,SP1,1,85.10621975432831,7.0089855194359165,SP2-1-8
631,8.0,1653300000.0,1.5056,16.0,74.0,3.0,71.0,166.67,74.35044337982647,3.0142071640470194,0.0,0.0,SP1,1,71.33623621577945,0.0,SP2-1-8
632,8.0,1953200000.0,1.5916,18.0,73.0,3.0,70.0,177.67,62.083994712144566,2.5513970429648456,-5.538944875312811,0.0,SP1,1,59.532597669179744,-5.538944875312811,SP2-1-8
643,9.0,121040000.0,0.93291,2.0,21.0,0.0,21.0,193.29,288.1999415914785,0.0,157.2778723323609,0.0,SP1,1,288.1999415914785,157.2778723323609,SP2-1-9
644,9.0,176200000.0,1.0573,4.0,24.0,0.0,24.0,222.38,226.26055411209703,0.0,90.34424772151807,0.0,SP1,1,226.26055411209703,90.34424772151807,SP2-1-9
645,9.0,245990000.0,1.1817,6.0,24.0,0.0,24.0,251.48,162.0680094091284,0.0,0.0,0.0,SP1,1,162.0680094091284,0.0,SP2-1-9
646,9.0,332140000.0,1.3061,8.0,24.0,0.0,24.0,280.59,120.031040026951,0.0,0.0,0.0,SP1,1,120.031040026951,0.0,SP2-1-9
647,9.0,436360000.0,1.4305,10.0,24.0,0.0,24.0,309.71,91.36288760324386,0.0,0.0,0.0,SP1,1,91.36288760324386,0.0,SP2-1-9
648,9.0,560370000.0,1.5548,12.0,25.0,1.0,24.0,338.84,74.10860539047025,2.9643442156188096,13.395125942313626,13.395125942313626,SP1,1,71.14426117485142,0.0,SP2-1-9
649,9.0,705900000.0,1.6792,14.0,25.0,1.0,24.0,367.97,58.83020144872901,2.3532080579491605,0.0,0.0,SP1,1,56.476993390779846,0.0,SP2-1-9
650,9.0,874680000.0,1.8036,16.0,25.0,1.0,24.0,397.1,47.47820826205905,1.8991283304823616,0.0,0.0,SP1,1,45.57907993157669,0.0,SP2-1-9
651,9.0,1068400000.0,1.928,18.0,25.0,1.0,24.0,426.24,38.86956121551648,1.5547824486206594,0.0,0.0,SP1,1,37.31477876689582,0.0,SP2-1-9
659,10.0,45104000.0,0.8138,2.0,13.0,0.0,13.0,152.31,478.77537214841385,0.0,488.61542350416084,0.0,SP1,1,478.77537214841385,488.61542350416084,SP2-1-10
660,10.0,74452000.0,0.9617600000000001,4.0,13.0,0.0,13.0,182.77,290.04841220359503,0.0,0.0,0.0,SP1,1,290.04841220359503,0.0,SP2-1-10
661,10.0,114370000.0,1.1097,6.0,13.0,0.0,13.0,213.23,188.81423787166267,0.0,0.0,0.0,SP1,1,188.81423787166267,0.0,SP2-1-10
662,10.0,166490000.0,1.2577,8.0,13.0,0.0,13.0,243.69,129.70559424218908,0.0,0.0,0.0,SP1,1,129.70559424218908,0.0,SP2-1-10
663,10.0,232440000.0,1.4056,10.0,13.0,0.0,13.0,274.15,92.90433826097944,0.0,0.0,0.0,SP1,1,92.90433826097944,0.0,SP2-1-10
664,10.0,313840000.0,1.5536,12.0,14.0,0.0,14.0,304.61,74.10086016278477,0.0,20.4069971511832,0.0,SP1,1,74.10086016278477,20.4069971511832,SP2-1-10
665,10.0,412330000.0,1.7016,14.0,14.0,0.0,14.0,335.07,56.40097483444903,0.0,0.0,0.0,SP1,1,56.40097483444903,0.0,SP2-1-10
666,10.0,529510000.0,1.8495,16.0,16.0,0.0,15.0,365.53,50.19371322487016,0.0,28.35175914159945,0.0,SP1,1,47.05660614831577,14.175879570799728,SP2-1-10
667,10.0,667030000.0,1.9975,18.0,16.0,0.0,15.0,396.0,39.84539389487879,0.0,0.0,0.0,SP1,1,37.35505677644886,0.0,SP2-1-10
677,11.0,78471000.0,0.9159,2.0,15.0,0.0,15.0,196.26,317.53059756591205,0.0,214.81744115693803,0.0,SP1,1,317.53059756591205,214.81744115693803,SP2-1-11
678,11.0,120550000.0,1.0568,4.0,15.0,0.0,15.0,228.97,206.69384920443542,0.0,0.0,0.0,SP1,1,206.69384920443542,0.0,SP2-1-11
679,11.0,175480000.0,1.1977,6.0,16.0,0.0,16.0,261.68,151.45927222305104,0.0,30.24084413082673,0.0,SP1,1,151.45927222305104,30.24084413082673,SP2-1-11
680,11.0,244990000.0,1.3386,8.0,16.0,0.0,16.0,294.39,108.4863589930242,0.0,0.0,0.0,SP1,1,108.4863589930242,0.0,SP2-1-11
681,11.0,330780000.0,1.4795,10.0,18.0,0.0,18.0,327.1,90.39341019987188,0.0,38.72548241301579,0.0,SP1,1,90.39341019987188,38.72548241301579,SP2-1-11
682,11.0,434570000.0,1.6204,12.0,18.0,0.0,18.0,359.8,68.80440947583503,0.0,0.0,0.0,SP1,1,68.80440947583503,0.0,SP2-1-11
683,11.0,558070000.0,1.7613,14.0,18.0,0.0,18.0,392.52,53.57810351015754,0.0,0.0,0.0,SP1,1,53.57810351015754,0.0,SP2-1-11
684,11.0,703020000.0,1.9022,16.0,19.0,1.0,18.0,425.22,44.89411651733936,2.3628482377547044,11.460017717187393,11.460017717187393,SP1,1,42.53126827958468,0.0,SP2-1-11
685,11.0,871100000.0,2.0432,18.0,21.0,2.0,18.0,457.93,40.045598588259175,3.813866532215159,19.76593964905179,9.882969824525896,SP1,1,34.32479878993643,0.0,SP2-1-11
696,12.0,198900000.0,0.9215399999999999,2.0,29.0,0.0,29.0,160.64,242.19586463088515,0.0,293.4386582490676,0.0,SP1,1,242.19586463088515,293.4386582490676,SP2-1-12
697,12.0,277680000.0,1.03,4.0,34.0,0.0,34.0,181.63,203.39385377274064,0.0,105.42838081405891,0.0,SP1,1,203.39385377274064,105.42838081405891,SP2-1-12
698,12.0,374910000.0,1.1384,6.0,35.0,0.0,35.0,202.62,155.0759779246244,0.0,17.084537366104207,0.0,SP1,1,155.0759779246244,17.084537366104207,SP2-1-12
699,12.0,492560000.0,1.2468,8.0,34.0,0.0,34.0,223.63,114.66299601188612,0.0,-14.119248347694962,0.0,SP1,1,114.66299601188612,-14.119248347694962,SP2-1-12
700,12.0,632540000.0,1.3552,10.0,34.0,0.0,34.0,244.65,89.28827475829928,0.0,0.0,0.0,SP1,1,89.28827475829928,0.0,SP2-1-12
701,12.0,796840000.0,1.4636,12.0,34.0,0.0,34.0,265.67,70.8779746443635,0.0,0.0,0.0,SP1,1,70.8779746443635,0.0,SP2-1-12
702,12.0,987350000.0,1.5719999999999998,14.0,35.0,0.0,35.0,286.69,58.88442283255272,0.0,8.719382542156906,0.0,SP1,1,58.88442283255272,8.719382542156906,SP2-1-12
703,12.0,1206000000.0,1.6804,16.0,37.0,0.0,37.0,307.72,50.96334495848553,0.0,15.194416355877545,0.0,SP1,1,50.96334495848553,15.194416355877545,SP2-1-12
704,12.0,1454900000.0,1.7889,18.0,38.0,0.0,37.0,328.75,43.38643452336234,0.0,6.673883359205754,0.0,SP1,1,42.244686246431755,0.0,SP2-1-12
714,13.0,114520000.0,0.8426799999999999,2.0,29.0,0.0,29.0,176.9,420.6492968484375,0.0,332.45031758563283,0.0,SP1,1,420.6492968484375,332.45031758563283,SP2-1-13
715,13.0,166710000.0,0.9550299999999999,4.0,35.0,0.0,35.0,203.44,348.74653520317275,0.0,190.9710176017987,0.0,SP1,1,348.74653520317275,190.9710176017987,SP2-1-13
716,13.0,232730000.0,1.0674,6.0,36.0,1.0,35.0,229.99,256.9529688988409,7.137582469412247,25.161005272740265,25.161005272740265,SP1,1,249.81538642942863,0.0,SP2-1-13
717,13.0,314240000.0,1.1797,8.0,36.0,1.0,35.0,256.55,190.3025218044401,5.286181161234446,0.0,0.0,SP1,1,185.0163406432056,0.0,SP2-1-13
718,13.0,412850000.0,1.2921,10.0,37.0,1.0,36.0,283.12,148.87197291978578,4.023566835669887,16.845447399922033,0.0,SP1,1,144.84840608411588,16.845447399922033,SP2-1-13
719,13.0,530180000.0,1.4045,12.0,37.0,1.0,36.0,309.68,115.92627790549165,3.1331426460943685,0.0,0.0,SP1,1,112.79313525939727,0.0,SP2-1-13
720,13.0,667880000.0,1.5168,14.0,37.0,1.0,36.0,336.26,92.02520515651548,2.4871677069328517,0.0,0.0,SP1,1,89.53803744958263,0.0,SP2-1-13
721,13.0,827560000.0,1.6292,16.0,37.0,1.0,36.0,362.83,74.26868628248532,2.007261791418522,0.0,0.0,SP1,1,72.2614244910668,0.0,SP2-1-13
722,13.0,1010900000.0,1.7415,18.0,37.0,1.0,36.0,389.41,60.799084004286826,1.6432184866023465,0.0,0.0,SP1,1,59.155865517684475,0.0,SP2-1-13
733,14.0,138630000.0,0.8527299999999999,2.0,19.0,1.0,18.0,103.87,227.66689601110824,11.98246821111096,274.6406378748527,34.33007973435659,SP1,1,215.68442779999725,240.3105581404961,SP2-1-14
734,14.0,201800000.0,0.9664299999999999,4.0,26.0,1.0,25.0,121.13,214.0206579324287,8.231563766631874,184.0732464262179,0.0,SP1,1,205.78909416579688,184.0732464262179,SP2-1-14
735,14.0,281750000.0,1.0801,6.0,30.0,2.0,28.0,138.22,176.87271355169258,11.791514236779502,83.10842116854595,20.777105292136486,SP1,1,165.08119931491302,62.33131587640946,SP2-1-14
736,14.0,380410000.0,1.1938,8.0,29.0,2.0,27.0,155.35,126.63378322095386,8.733364360065782,-16.836910278799028,0.0,SP1,1,117.90041886088808,-16.836910278799028,SP2-1-14
737,14.0,499770000.0,1.3075,10.0,28.0,1.0,27.0,172.5,93.0660662044075,3.32378807872884,-13.916970242177547,-13.916970242177547,SP1,1,89.74227812567871,0.0,SP2-1-14
738,14.0,641810000.0,1.4212,12.0,26.0,0.0,26.0,189.66,67.29307547524051,0.0,-23.38960247967209,-11.694801239836044,SP1,1,67.29307547524051,-11.694801239836044,SP2-1-14
739,14.0,808480000.0,1.5349,14.0,24.0,0.0,24.0,206.83,49.31118844566532,0.0,-19.933156154152666,0.0,SP1,1,49.31118844566532,-19.933156154152666,SP2-1-14
740,14.0,1001800000.0,1.6486,16.0,26.0,1.0,24.0,224.02,43.111767589103735,1.6581449072732204,17.185284172422016,8.592642086211008,SP1,1,39.79547777455729,0.0,SP2-1-14
741,14.0,1223700000.0,1.7623,18.0,26.0,1.0,24.0,241.21,35.294082512678045,1.3574647120260783,0.0,0.0,SP1,1,32.57915308862589,0.0,SP2-1-14
750,15.0,51353000.0,0.8539100000000001,2.0,10.0,0.0,10.0,138.43,323.47274124322087,0.0,500.6418228168512,0.0,SP1,1,323.47274124322087,500.6418228168512,SP2-1-15
751,15.0,84764000.0,1.0092,4.0,10.0,0.0,10.0,167.23,195.9711160523704,0.0,0.0,0.0,SP1,1,195.9711160523704,0.0,SP2-1-15
752,15.0,130220000.0,1.1644,6.0,10.0,0.0,10.0,196.07,127.56332115698912,0.0,0.0,0.0,SP1,1,127.56332115698912,0.0,SP2-1-15
753,15.0,189550000.0,1.3197,8.0,12.0,1.0,11.0,224.94,105.16251552242548,8.763542960202122,55.99627736748061,27.998138683740304,SP1,1,96.39897256222336,27.998138683740304,SP2-1-15
754,15.0,264630000.0,1.4749,10.0,12.0,1.0,11.0,253.83,75.32613391254108,6.27717782604509,0.0,0.0,SP1,1,69.048956086496,0.0,SP2-1-15
755,15.0,357300000.0,1.6302,12.0,14.0,1.0,11.0,282.73,65.08764050794396,4.6491171791388535,35.85042771352784,0.0,SP1,1,51.14028897052738,0.0,SP2-1-15
756,15.0,469430000.0,1.7854,14.0,16.0,2.0,11.0,311.62,56.61775576699615,7.0772194708745175,29.628637618947874,14.814318809473937,SP1,1,38.92470708980984,0.0,SP2-1-15
757,15.0,602840000.0,1.9407,16.0,18.0,3.0,11.0,340.49,49.59911788519943,8.266519647533237,24.9026245125,12.45131225625,SP1,1,30.310572040955204,0.0,SP2-1-15
758,15.0,759400000.0,2.0959,18.0,20.0,5.0,11.0,369.37,43.74847427195977,10.937118567989941,21.2203572829115,21.2203572829115,SP1,1,24.06166084957788,0.0,SP2-1-15
768,16.0,136930000.0,0.8965,2.0,16.0,0.0,16.0,75.222,194.09970853502517,0.0,173.79104518699256,0.0,SP1,1,194.09970853502517,173.79104518699256,SP2-1-16
769,16.0,199340000.0,1.016,4.0,25.0,1.0,24.0,87.359,208.32868065946525,8.33314722637861,239.547606360468,26.616400706718675,SP1,1,199.9955334330867,212.9312056537493,SP2-1-16
770,16.0,278290000.0,1.1356,6.0,25.0,1.0,24.0,99.46700000000001,149.22648748664275,5.9690594994657085,0.0,0.0,SP1,1,143.25742798717698,0.0,SP2-1-16
771,16.0,375750000.0,1.2551,8.0,26.0,1.0,25.0,111.54,114.94176652232632,4.420837173935628,17.044218839588677,0.0,SP1,1,110.5209293483907,17.044218839588677,SP2-1-16
772,16.0,493660000.0,1.3746,10.0,26.0,1.0,25.0,123.65,87.48808647807016,3.364926403002699,0.0,0.0,SP1,1,84.12316007506746,0.0,SP2-1-16
773,16.0,633950000.0,1.4942,12.0,27.0,1.0,26.0,135.77,70.74769041544353,2.6202848302016126,11.840684069472609,0.0,SP1,1,68.12740558524193,11.840684069472609,SP2-1-16
774,16.0,798600000.0,1.6137,14.0,26.0,1.0,24.0,147.91,54.081353331785785,2.0800520512225296,-10.088852524180458,0.0,SP1,1,49.92124922934072,-20.177705048360924,SP2-1-16
775,16.0,989530000.0,1.7332,16.0,27.0,2.0,23.0,160.06,45.32505162943057,3.3574112318096723,8.700202001290066,8.700202001290066,SP1,1,38.610229165811226,-8.700202001290066,SP2-1-16
776,16.0,1208700000.0,1.8528,18.0,25.0,2.0,21.0,172.21,34.35777215409763,2.7486217723278106,-15.158366273726445,0.0,SP1,1,28.86052860944201,-15.158366273726445,SP2-1-16
787,17.0,189900000.0,0.8799600000000001,2.0,34.0,0.0,34.0,127.41,297.4112970806457,0.0,167.67795102015262,0.0,SP1,1,297.4112970806457,167.67795102015262,SP2-1-17
788,17.0,265130000.0,0.98349,4.0,40.0,0.0,40.0,144.65,250.61359606326138,0.0,132.48408093364182,0.0,SP1,1,250.61359606326138,132.48408093364182,SP2-1-17
789,17.0,357970000.0,1.087,6.0,42.0,0.0,42.0,161.93,194.89745470420738,0.0,35.784781734302285,0.0,SP1,1,194.89745470420738,35.784781734302285,SP2-1-17
790,17.0,470290000.0,1.1905,8.0,44.0,0.0,44.0,179.23,155.41410830908106,0.0,29.578517950610966,0.0,SP1,1,155.41410830908106,29.578517950610966,SP2-1-17
791,17.0,603960000.0,1.2941,10.0,45.0,0.0,45.0,196.54,123.76784979929806,0.0,12.42709335008837,0.0,SP1,1,123.76784979929806,12.42709335008837,SP2-1-17
792,17.0,760810000.0,1.3976,12.0,47.0,0.0,45.0,213.87,102.61838001734556,0.0,21.18112295959595,0.0,SP1,1,98.25164044213938,0.0,SP2-1-17
793,17.0,942720000.0,1.5011,14.0,51.0,0.0,46.0,231.19,89.86507974098558,0.0,36.52640466398356,0.0,SP1,1,81.05477780559484,9.13160116599589,SP2-1-17
794,17.0,1151500000.0,1.6046,16.0,53.0,0.0,46.0,248.49,76.45668007784155,0.0,15.912726967202914,0.0,SP1,1,66.3586279920889,0.0,SP2-1-17
795,17.0,1389100000.0,1.7082,18.0,62.0,0.0,46.0,265.81,74.14155440399637,0.0,62.921574549481534,0.0,SP1,1,55.008250041674735,0.0,SP2-1-17
803,18.0,25422000.0,0.7638,2.0,7.0,0.0,7.0,115.89,457.39544397546166,0.0,123.403132613202,0.0,SP1,1,457.39544397546166,123.403132613202,SP2-1-18
804,18.0,46414000.0,0.93353,4.0,7.0,0.0,7.0,144.86,250.52585376705707,0.0,0.0,0.0,SP1,1,250.52585376705707,0.0,SP2-1-18
805,18.0,76613000.0,1.1033,6.0,10.0,0.0,10.0,173.83,216.82084869490976,0.0,165.01833518722265,0.0,SP1,1,216.82084869490976,165.01833518722265,SP2-1-18
806,18.0,117690000.0,1.273,8.0,10.0,0.0,10.0,202.8,141.14449554816147,0.0,0.0,0.0,SP1,1,141.14449554816147,0.0,SP2-1-18
807,18.0,171320000.0,1.4427,10.0,11.0,0.0,11.0,231.77,106.65669652795609,0.0,30.97388715469536,0.0,SP1,1,106.65669652795609,30.97388715469536,SP2-1-18
808,18.0,239190000.0,1.6125,12.0,11.0,0.0,11.0,260.74,76.39293134817274,0.0,0.0,0.0,SP1,1,76.39293134817274,0.0,SP2-1-18
809,18.0,322950000.0,1.7822,14.0,11.0,0.0,11.0,289.71,56.579734476449715,0.0,0.0,0.0,SP1,1,56.579734476449715,0.0,SP2-1-18
810,18.0,424290000.0,1.9519,16.0,11.0,0.0,11.0,318.68,43.065887127128704,0.0,0.0,0.0,SP1,1,43.065887127128704,0.0,SP2-1-18
811,18.0,544870000.0,2.1217,18.0,11.0,0.0,11.0,347.65,33.53538504444993,0.0,0.0,0.0,SP1,1,33.53538504444993,0.0,SP2-1-18
821,19.0,84681000.0,0.86387,2.0,13.0,0.0,13.0,166.62,255.01215603715198,0.0,99.53439799306804,0.0,SP1,1,255.01215603715198,99.53439799306804,SP2-1-19
822,19.0,130090000.0,0.9967799999999999,4.0,16.0,0.0,16.0,195.96,204.30527396188015,0.0,109.74451549954716,0.0,SP1,1,204.30527396188015,109.74451549954716,SP2-1-19
823,19.0,189370000.0,1.1297,6.0,16.0,0.0,16.0,225.33,140.34996614934255,0.0,0.0,0.0,SP1,1,140.34996614934255,0.0,SP2-1-19
824,19.0,264380000.0,1.2626,8.0,16.0,0.0,16.0,254.73,100.5298172694644,0.0,0.0,0.0,SP1,1,100.5298172694644,0.0,SP2-1-19
825,19.0,356960000.0,1.3955,10.0,17.0,1.0,16.0,284.09,79.11027190107382,4.653545405945518,17.94263953452487,17.94263953452487,SP1,1,74.4567264951283,0.0,SP2-1-19
826,19.0,468970000.0,1.5284,12.0,18.0,1.0,17.0,313.46,63.75745191784895,3.54208066210272,14.830189876853067,0.0,SP1,1,60.21537125574622,14.830189876853067,SP2-1-19
827,19.0,602250000.0,1.6613,14.0,19.0,2.0,17.0,342.84,52.405914145321596,5.516412015297012,12.463457143654804,12.463457143654804,SP1,1,46.8895021300246,0.0,SP2-1-19
828,19.0,758690000.0,1.7942,16.0,20.0,3.0,17.0,372.23,43.78941512623896,6.5684122689358455,10.618317361968245,10.618317361968245,SP1,1,37.221002857303134,0.0,SP2-1-19
829,19.0,940050000.0,1.9271,18.0,22.0,3.0,19.0,401.56,38.875432687983476,5.301195366543203,18.31858809115916,0.0,SP1,1,33.57423732144028,18.31858809115916,SP2-1-19
836,20.0,23996000.0,0.78372,2.0,6.0,0.0,6.0,89.226,415.3516172961275,0.0,522.9433552986974,0.0,SP1,1,415.3516172961275,522.9433552986974,SP2-1-20
837,20.0,43811000.0,0.95788,4.0,7.0,0.0,7.0,111.53,265.41067258780186,0.0,83.83192369953632,0.0,SP1,1,265.41067258780186,83.83192369953632,SP2-1-20
838,20.0,72316000.0,1.132,6.0,8.0,0.0,8.0,133.84,183.76343471500772,0.0,58.27502431525389,0.0,SP1,1,183.76343471500772,58.27502431525389,SP2-1-20
839,20.0,111090000.0,1.3062,8.0,8.0,0.0,8.0,156.15,119.62405747457464,0.0,0.0,0.0,SP1,1,119.62405747457464,0.0,SP2-1-20
840,20.0,161720000.0,1.4804,10.0,10.0,0.0,10.0,178.45,102.71639674167156,0.0,65.6183909976817,0.0,SP1,1,102.71639674167156,65.6183909976817,SP2-1-20
841,20.0,225770000.0,1.6545,12.0,10.0,0.0,10.0,200.76,73.57618674342527,0.0,0.0,0.0,SP1,1,73.57618674342527,0.0,SP2-1-20
842,20.0,304830000.0,1.8287,14.0,10.0,0.0,10.0,223.06,54.49363803124078,0.0,0.0,0.0,SP1,1,54.49363803124078,0.0,SP2-1-20
843,20.0,400480000.0,2.0028,16.0,10.0,0.0,10.0,245.37,41.478465044604285,0.0,0.0,0.0,SP1,1,41.478465044604285,0.0,SP2-1-20
844,20.0,514310000.0,2.177,18.0,11.0,1.0,10.0,267.67,35.528038049366025,3.2298216408514557,14.593073601917881,14.593073601917881,SP1,1,32.298216408514556,0.0,SP2-1-20
855,21.0,127960000.0,0.91445,2.0,20.0,0.0,20.0,160.33,259.632630213553,0.0,148.77674643257538,0.0,SP1,1,259.632630213553,148.77674643257538,SP2-1-21
856,21.0,186280000.0,1.0364,4.0,22.0,0.0,22.0,183.92,196.18236256355416,0.0,56.96603457154706,0.0,SP1,1,196.18236256355416,56.96603457154706,SP2-1-21
857,21.0,260060000.0,1.1583,6.0,24.0,0.0,24.0,207.49,153.29966021130315,0.0,45.029264519010894,0.0,SP1,1,153.29966021130315,45.029264519010894,SP2-1-21
858,21.0,351130000.0,1.2802,8.0,24.0,0.0,24.0,231.04,113.53945727950187,0.0,0.0,0.0,SP1,1,113.53945727950187,0.0,SP2-1-21
859,21.0,461310000.0,1.4022,10.0,25.0,0.0,25.0,254.6,90.0224127000451,0.0,15.07650724365867,0.0,SP1,1,90.0224127000451,15.07650724365867,SP2-1-21
860,21.0,592420000.0,1.5241,12.0,26.0,0.0,26.0,278.17,72.90329288471712,0.0,12.669739669791108,0.0,SP1,1,72.90329288471712,12.669739669791108,SP2-1-21
861,21.0,746270000.0,1.646,14.0,27.0,1.0,26.0,301.75,60.0995595948791,2.225909614625152,10.797072265884383,10.797072265884383,SP1,1,57.87364998025395,0.0,SP2-1-21
862,21.0,924690000.0,1.7679,16.0,29.0,1.0,28.0,325.33,52.09611596868472,1.7964177920236104,18.62044129701057,0.0,SP1,1,50.29969817666109,18.62044129701057,SP2-1-21
863,21.0,1129500000.0,1.8899,18.0,30.0,2.0,28.0,348.91,44.120307253819725,2.9413538169213145,8.11058819445492,8.11058819445492,SP1,1,41.1789534368984,0.0,SP2-1-21
873,22.0,122520000.0,0.9233600000000001,2.0,21.0,0.0,21.0,206.27,284.7185841514247,0.0,233.09737145418103,0.0,SP1,1,284.7185841514247,233.09737145418103,SP2-1-22
874,22.0,178360000.0,1.0465,4.0,23.0,0.0,23.0,235.83,214.20710958984745,0.0,59.49604470294816,0.0,SP1,1,214.20710958984745,59.49604470294816,SP2-1-22
875,22.0,249010000.0,1.1696,6.0,24.0,0.0,24.0,265.41,160.1024442173065,0.0,23.51209579768312,0.0,SP1,1,160.1024442173065,23.51209579768312,SP2-1-22
876,22.0,336210000.0,1.2927,8.0,24.0,0.0,24.0,294.99,118.57800075712052,0.0,0.0,0.0,SP1,1,118.57800075712052,0.0,SP2-1-22
877,22.0,441690000.0,1.4158,10.0,25.0,0.0,25.0,324.55,94.021234808707,0.0,15.748289420803113,0.0,SP1,1,94.021234808707,15.748289420803113,SP2-1-22
878,22.0,567240000.0,1.5389,12.0,26.0,0.0,26.0,354.12,76.13949786821121,0.0,13.230820932746413,0.0,SP1,1,76.13949786821121,13.230820932746413,SP2-1-22
879,22.0,714520000.0,1.662,14.0,27.0,1.0,26.0,383.7,62.77010907864082,2.3248188547644744,11.278717871444275,11.278717871444275,SP1,1,60.44529022387634,0.0,SP2-1-22
880,22.0,885400000.0,1.7852,16.0,28.0,1.0,26.0,413.27,52.53176858705302,1.8761345923947508,9.721029775903043,0.0,SP1,1,48.779499402263525,0.0,SP2-1-22
881,22.0,1081500000.0,1.9083,18.0,28.0,1.0,26.0,442.86,43.00659076003397,1.5359496700012134,0.0,0.0,SP1,1,39.93469142003155,0.0,SP2-1-22
888,23.0,23246000.0,0.77422,2.0,4.0,0.0,4.0,72.916,285.83490804548086,0.0,404.8902099706643,0.0,SP1,1,285.83490804548086,404.8902099706643,SP2-1-23
889,23.0,42443000.0,0.9462700000000001,4.0,8.0,0.0,8.0,93.01,313.10313938342006,0.0,346.1227417005391,0.0,SP1,1,313.10313938342006,346.1227417005391,SP2-1-23
890,23.0,70057000.0,1.1183,6.0,10.0,1.0,9.0,113.22,237.11114779484024,23.711114779484024,120.31068067692564,60.15534033846282,SP1,1,213.40003301535626,60.15534033846282,SP2-1-23
891,23.0,107620000.0,1.2904,8.0,10.0,1.0,9.0,133.49,154.3513815374756,15.43513815374756,0.0,0.0,SP1,1,138.91624338372802,0.0,SP2-1-23
892,23.0,156660000.0,1.4624,10.0,11.0,1.0,10.0,153.8,116.6374648868214,10.603405898801944,33.87295204131958,0.0,SP1,1,106.03405898801942,33.87295204131958,SP2-1-23
893,23.0,218720000.0,1.6345,12.0,11.0,1.0,10.0,174.15,83.54254411653912,7.594776737867192,0.0,0.0,SP1,1,75.94776737867194,0.0,SP2-1-23
894,23.0,295310000.0,1.8065,14.0,11.0,1.0,10.0,194.5,61.87540296356181,5.6250366330510735,0.0,0.0,SP1,1,56.25036633051073,0.0,SP2-1-23
895,23.0,387980000.0,1.9785,16.0,11.0,1.0,10.0,214.87,47.09630715286725,4.281482468442477,0.0,0.0,SP1,1,42.81482468442477,0.0,SP2-1-23
