gr,r,sub_group_type,idd
0.11653853693739898,360.0,LS,2
0.10258843936201145,376.0,LS,2
0.09721118143383094,392.0,LS,2
0.1137062406421074,408.0,LS,2
0.1058588297814813,424.0,LS,2
0.09831266883349381,440.0,LS,2
0.0919761774738859,456.0,LS,2
0.10017788765447783,472.0,LS,2
0.0953335330783989,488.0,LS,2
0.09579672390280632,504.0,LS,2
0.0903764314635522,520.0,LS,2
0.08025014582224224,536.0,LS,2
0.09112370749312634,552.0,LS,2
0.08816740823209177,568.0,LS,2
0.09997731206455455,584.0,LS,2
0.10643364281999113,600.0,LS,2
0.09019474253899097,616.0,LS,2
0.08901159368037447,632.0,LS,2
0.07217484254914822,648.0,LS,2
0.09472875812731076,664.0,LS,2
0.09538058864379634,680.0,LS,2
0.09244649267418348,696.0,LS,2
0.09002122896020989,712.0,LS,2
0.09145447768625373,728.0,LS,2
0.10017298654898069,744.0,LS,2
0.08760405352517794,760.0,LS,2
0.0954021577759901,776.0,LS,2
0.09002455540116996,792.0,LS,2
0.09039425272584464,808.0,LS,2
0.09346303445680737,824.0,LS,2
0.08961263595599364,840.0,LS,2
0.08764750833738832,856.0,LS,2
0.08717898280242392,872.0,LS,2
0.087286869738437,888.0,LS,2
0.08629167930311518,904.0,LS,2
0.09073180362021517,920.0,LS,2
0.08679213446376909,936.0,LS,2
0.0957718625241952,952.0,LS,2
0.09085253662901559,968.0,LS,2
0.08154867246850994,984.0,LS,2
0.09664054639087441,1000.0,LS,2
0.08973924703008082,1016.0,LS,2
0.08979237847358341,1032.0,LS,2
0.09411087878029423,1048.0,LS,2
0.09829950350973274,1064.0,LS,2
0.08810207063085768,1080.0,LS,2
0.08930936366760209,1096.0,LS,2
0.08735414510719969,1112.0,LS,2
0.09140095970003996,1128.0,LS,2
0.09859202559682077,1144.0,LS,2
0.09594717223816865,1160.0,LS,2
0.09337428485601298,1176.0,LS,2
0.09608092812697541,1192.0,LS,2
0.0847311250548225,1208.0,LS,2
0.09681659784249115,1224.0,LS,2
0.08895580612501543,1240.0,LS,2
0.09375660428522423,1256.0,LS,2
0.09785069814426213,1272.0,LS,2
0.09258461602889913,1288.0,LS,2
0.09182967313966803,1304.0,LS,2
0.09429257971278548,1320.0,LS,2
0.100973455986394,1336.0,LS,2
0.09334713481960547,1352.0,LS,2
0.09388982622109261,1368.0,LS,2
0.09118886820841172,1384.0,LS,2
0.08854964475085432,1400.0,LS,2
0.10088323746197454,1416.0,LS,2
0.0981946746167956,1432.0,LS,2
0.09505081046994295,1448.0,LS,2
0.10113928999400715,1464.0,LS,2
0.0963529437107371,1480.0,LS,2
0.09764738851785408,1496.0,LS,2
0.09201343067328192,1512.0,LS,2
0.10405709366034221,1528.0,LS,2
0.09155459044985256,1544.0,LS,2
0.09905605310528348,1560.0,LS,2
0.09537059048567652,1576.0,LS,2
0.10486766410246699,1592.0,LS,2
0.09888021148849566,1608.0,LS,2
0.09943581989571466,1624.0,LS,2
0.09892018701524911,1640.0,LS,2
0.10366529232581147,1656.0,LS,2
0.09494679539091926,1672.0,LS,2
0.09066174180462537,1688.0,LS,2
0.09083104393966279,1704.0,LS,2
0.10573007558104884,1720.0,LS,2
0.09459489611990318,1736.0,LS,2
0.09585805571692999,1752.0,LS,2
0.09709835290162855,1768.0,LS,2
0.09469568541314118,1784.0,LS,2
0.08957532084097497,1800.0,LS,2
0.096036759780526,1816.0,LS,2
0.09845265471003266,1832.0,LS,2
0.10270881509972643,1848.0,LS,2
0.09076482561521179,1864.0,LS,2
0.101092748619896,1880.0,LS,2
0.10181204217623352,1896.0,LS,2
0.09303398851784762,1912.0,LS,2
0.1002510927555464,1928.0,LS,2
0.10236531899534346,1944.0,LS,2
0.09481174832321752,1960.0,LS,2
0.09857023452043688,1976.0,LS,2
0.10077173410139749,1992.0,LS,2
0.09836037200869731,2008.0,LS,2
0.0979510648773945,2024.0,LS,2
0.10034918698039574,2040.0,LS,2
0.09002228056975987,2056.0,LS,2
0.09939891908136006,2072.0,LS,2
0.09756639831025216,2088.0,LS,2
0.09363633337010757,2104.0,LS,2
0.09527339987023975,2120.0,LS,2
0.09525760606312751,2136.0,LS,2
0.09835905950548925,2152.0,LS,2
0.09923746990030483,2168.0,LS,2
0.09464284570512477,2184.0,LS,2
0.09293820501963262,2200.0,LS,2
0.08991285039332671,2216.0,LS,2
0.09672589717423023,2232.0,LS,2
0.08819090338513677,2248.0,LS,2
0.09393221746019928,2264.0,LS,2
0.0950164709184429,2280.0,LS,2
0.09705945358670119,2296.0,LS,2
0.09477593167381344,2312.0,LS,2
0.09849996036940144,2328.0,LS,2
0.09825156590719906,2344.0,LS,2
0.09832234999021928,2360.0,LS,2
0.10069252926492232,2376.0,LS,2
0.09274867297267311,2392.0,LS,2
0.09388632767735493,2408.0,LS,2
0.09090933224906257,2424.0,LS,2
0.09499687115232161,2440.0,LS,2
0.0950860913336427,2456.0,LS,2
0.09738517179318633,2472.0,LS,2
0.09526108905690955,2488.0,LS,2
0.09445396346129674,2504.0,LS,2
0.09868499375915682,2520.0,LS,2
0.09081301291863628,2536.0,LS,2
0.0999786783085033,2552.0,LS,2
0.09916227487169031,2568.0,LS,2
0.09326031491325794,2584.0,LS,2
0.09010647794669324,2600.0,LS,2
0.10152141258270567,2616.0,LS,2
0.09373052862159317,2632.0,LS,2
0.0995440077805888,2648.0,LS,2
0.09251138575059743,2664.0,LS,2
0.09826272902866555,2680.0,LS,2
0.09795602248116596,2696.0,LS,2
0.0927061632897849,2712.0,LS,2
0.09462131445474464,2728.0,LS,2
0.09506551424417173,2744.0,LS,2
0.09289416583108356,2760.0,LS,2
0.09217976590782173,2776.0,LS,2
0.09618960287182804,2792.0,LS,2
0.09511066670810096,2808.0,LS,2
0.09465977273287485,2824.0,LS,2
0.08861535810555185,2840.0,LS,2
0.09568687832093714,2856.0,LS,2
0.09722988960717949,2872.0,LS,2
0.09746544059666754,2888.0,LS,2
0.0979550467584845,2904.0,LS,2
0.09622716856771,2920.0,LS,2
0.09417965138497185,2936.0,LS,2
0.10233759318273257,2952.0,LS,2
0.09709840167713078,2968.0,LS,2
0.096577769317044,2984.0,LS,2
0.0972220676261701,3000.0,LS,2
0.09654155643151979,3016.0,LS,2
0.09881801897816592,3032.0,LS,2
0.09569101853084801,3048.0,LS,2
0.09835356204470244,3064.0,LS,2
0.09380955197401941,3080.0,LS,2
0.10102825500136173,3096.0,LS,2
0.09739537316958577,3112.0,LS,2
0.09959760276775427,3128.0,LS,2
0.09885368772861822,3144.0,LS,2
0.09481528124307788,3160.0,LS,2
0.10176886349236484,3176.0,LS,2
0.09814548710833698,3192.0,LS,2
0.09897252135304992,3208.0,LS,2
0.09239368715596383,3224.0,LS,2
0.09799501896212091,3240.0,LS,2
0.09339318531286772,3256.0,LS,2
0.09901077757764515,3272.0,LS,2
0.09951124260426762,3288.0,LS,2
0.09376583088018664,3304.0,LS,2
0.0970554867661264,3320.0,LS,2
0.09584527607392605,3336.0,LS,2
0.09531366608307995,3352.0,LS,2
0.09508216413360084,3368.0,LS,2
0.09529334442916962,3384.0,LS,2
0.09871761873208605,3400.0,LS,2
0.10152799332247596,3416.0,LS,2
0.09316429918187241,3432.0,LS,2
0.09633462497684936,3448.0,LS,2
0.10112522418929787,3464.0,LS,2
0.09630547573365604,3480.0,LS,2
0.09209835215344926,3496.0,LS,2
0.09627685765367557,3512.0,LS,2
0.09126299582689434,3528.0,LS,2
0.09491683619615977,3544.0,LS,2
0.09616510913306041,3560.0,LS,2
0.09677694803099751,3576.0,LS,2
0.09620754313754228,3592.0,LS,2
0.09474803974413816,3608.0,LS,2
0.09186179854864641,3624.0,LS,2
0.09336907465790857,3640.0,LS,2
0.09459134380863622,3656.0,LS,2
0.09769737024577699,3672.0,LS,2
0.09195177096854656,3688.0,LS,2
0.09792650227439491,3704.0,LS,2
0.09710460754754474,3720.0,LS,2
0.09210035035861623,3736.0,LS,2
0.10031553305378411,3752.0,LS,2
0.09329619534745724,3768.0,LS,2
0.09250777993152104,3784.0,LS,2
0.09957142106553396,3800.0,LS,2
0.09850288851028727,3816.0,LS,2
0.09731361390970127,3832.0,LS,2
0.09697354761462196,3848.0,LS,2
0.09380729087477253,3864.0,LS,2
0.09310030542717884,3880.0,LS,2
0.09648024767408417,3896.0,LS,2
0.09887994161093845,3912.0,LS,2
0.09613699622559876,3928.0,LS,2
0.0946761347147976,3944.0,LS,2
0.09410539513020667,3960.0,LS,2
0.09710086369817872,3976.0,LS,2
0.0944712578367879,3992.0,LS,2
0.09434207043711534,4008.0,LS,2
0.09229999737684855,4024.0,LS,2
0.09088904528562024,4040.0,LS,2
0.09193930638286092,4056.0,LS,2
0.09487266615950825,4072.0,LS,2
0.09711456600676391,4088.0,LS,2
0.09607006063563898,4104.0,LS,2
0.0940688590922317,4120.0,LS,2
0.09598751390969745,4136.0,LS,2
0.09848973951723043,4152.0,LS,2
0.097396387485814,4168.0,LS,2
0.09530196863616791,4184.0,LS,2
0.09700923340291982,4200.0,LS,2
0.09080725664466076,4216.0,LS,2
0.10067855838970917,4232.0,LS,2
0.09731669262308067,4248.0,LS,2
0.09782548974388593,4264.0,LS,2
0.0,8.0,LS,3
0.0,24.0,LS,3
0.0,40.0,LS,3
0.3103764074887453,56.0,LS,3
1.0,72.0,LS,3
0.8563683088063081,88.0,LS,3
0.487275085346451,104.0,LS,3
0.40945875978101504,120.0,LS,3
0.32700009919635087,136.0,LS,3
0.33815107663663374,152.0,LS,3
0.2722176875504144,168.0,LS,3
0.30359114164928347,184.0,LS,3
0.2853774727415509,200.0,LS,3
0.3198621067087681,216.0,LS,3
0.24844331162120048,232.0,LS,3
0.2157806832558173,248.0,LS,3
0.20180004678546637,264.0,LS,3
0.16139610608962823,280.0,LS,3
0.18796417307364643,296.0,LS,3
0.15240731073897124,312.0,LS,3
0.1514112626982209,328.0,LS,3
0.15705263096718503,344.0,LS,3
0.14139725473882472,360.0,LS,3
0.13233400973200637,376.0,LS,3
0.13487788889004265,392.0,LS,3
0.11674581201902444,408.0,LS,3
0.1305282725937439,424.0,LS,3
0.12125478289314506,440.0,LS,3
0.11592763028324844,456.0,LS,3
0.13390585071198302,472.0,LS,3
0.12173519858165872,488.0,LS,3
0.12663575049258766,504.0,LS,3
0.12731093773586885,520.0,LS,3
0.12114288415479203,536.0,LS,3
0.11616811665265171,552.0,LS,3
0.11908440736331351,568.0,LS,3
0.12102849872932131,584.0,LS,3
0.10877879530741477,600.0,LS,3
0.11883407058115078,616.0,LS,3
0.1098423935927601,632.0,LS,3
0.12058897353138044,648.0,LS,3
0.12584086582135126,664.0,LS,3
0.1205716415648645,680.0,LS,3
0.11674115927242024,696.0,LS,3
0.12241183741751467,712.0,LS,3
0.11682465318262364,728.0,LS,3
0.12398076715984781,744.0,LS,3
0.11299166343392962,760.0,LS,3
0.11577355884809432,776.0,LS,3
0.11343476256839582,792.0,LS,3
0.11543935172630748,808.0,LS,3
0.11648859133743741,824.0,LS,3
0.12158661303076831,840.0,LS,3
0.12290408140855173,856.0,LS,3
0.11443006319356108,872.0,LS,3
0.12356449693878019,888.0,LS,3
0.13077589778308762,904.0,LS,3
0.127126250081168,920.0,LS,3
0.12263573287802276,936.0,LS,3
0.12437235514758954,952.0,LS,3
0.1200757913410643,968.0,LS,3
0.12051161366002353,984.0,LS,3
0.11786044059014163,1000.0,LS,3
0.12525633647939788,1016.0,LS,3
0.12506608198152214,1032.0,LS,3
0.11660218992722785,1048.0,LS,3
0.12759094516696368,1064.0,LS,3
0.12486388926706922,1080.0,LS,3
0.12023723778784694,1096.0,LS,3
0.1256599676274484,1112.0,LS,3
0.12339684998941465,1128.0,LS,3
0.12230313412296567,1144.0,LS,3
0.1268496460451845,1160.0,LS,3
0.12573871336585252,1176.0,LS,3
0.12890384714261272,1192.0,LS,3
0.13198513811253237,1208.0,LS,3
0.12213710928995104,1224.0,LS,3
0.12624666392340464,1240.0,LS,3
0.12722910788688946,1256.0,LS,3
0.12065479389480642,1272.0,LS,3
0.1263137972116191,1288.0,LS,3
0.12351633406120341,1304.0,LS,3
0.12462118402706963,1320.0,LS,3
0.12542895807920595,1336.0,LS,3
0.12581649794921063,1352.0,LS,3
0.11245227380085164,1368.0,LS,3
0.1225156703753373,1384.0,LS,3
0.12214849014546426,1400.0,LS,3
0.1302153033510481,1416.0,LS,3
0.1182828510867424,1432.0,LS,3
0.12496569998600544,1448.0,LS,3
0.12051306933225958,1464.0,LS,3
0.1261723249325522,1480.0,LS,3
0.11878114678273706,1496.0,LS,3
0.11752422701429775,1512.0,LS,3
0.12516649028630888,1528.0,LS,3
0.12948923762789702,1544.0,LS,3
0.11402403944612702,1560.0,LS,3
0.11458698020028112,1576.0,LS,3
0.11752313288793219,1592.0,LS,3
0.11916424535907193,1608.0,LS,3
0.1266725325979013,1624.0,LS,3
0.11628799864839094,1640.0,LS,3
0.12171409824563854,1656.0,LS,3
0.12163054832432588,1672.0,LS,3
0.11587274522225793,1688.0,LS,3
0.12274118365181623,1704.0,LS,3
0.1172903670403068,1720.0,LS,3
0.1205828359418769,1736.0,LS,3
0.11215590736584524,1752.0,LS,3
0.11512851296596557,1768.0,LS,3
0.114298641319044,1784.0,LS,3
0.12081475904518044,1800.0,LS,3
0.11895398101873438,1816.0,LS,3
0.11179732427314547,1832.0,LS,3
0.11973096074322721,1848.0,LS,3
0.1166666646561981,1864.0,LS,3
0.11759685733689434,1880.0,LS,3
0.11803463564240234,1896.0,LS,3
0.11468328064987843,1912.0,LS,3
0.12385770397407864,1928.0,LS,3
0.11214458935297246,1944.0,LS,3
0.12165110043274541,1960.0,LS,3
0.12551468129148494,1976.0,LS,3
0.12260082974546481,1992.0,LS,3
0.12990625239235953,2008.0,LS,3
0.11896554113924725,2024.0,LS,3
0.12308342746336194,2040.0,LS,3
0.12423575085812485,2056.0,LS,3
0.12493405559432133,2072.0,LS,3
0.128651815537015,2088.0,LS,3
0.12922000015936164,2104.0,LS,3
0.12756261116769332,2120.0,LS,3
0.1317695500350119,2136.0,LS,3
0.12415376547246523,2152.0,LS,3
0.12557218529275133,2168.0,LS,3
0.12192082698026036,2184.0,LS,3
0.12760761450222044,2200.0,LS,3
0.1258705160330708,2216.0,LS,3
0.1226195038499998,2232.0,LS,3
0.12464167805293841,2248.0,LS,3
0.12224375731227864,2264.0,LS,3
0.11995877664872134,2280.0,LS,3
0.12116988842044854,2296.0,LS,3
0.12087866527462789,2312.0,LS,3
0.12090204768156275,2328.0,LS,3
0.1186114926406415,2344.0,LS,3
0.11796054862678775,2360.0,LS,3
0.12279627203912212,2376.0,LS,3
0.12137031405982297,2392.0,LS,3
0.12176500721737168,2408.0,LS,3
0.12155788677769536,2424.0,LS,3
0.11683421372530131,2440.0,LS,3
0.12446390954665269,2456.0,LS,3
0.12226890417655648,2472.0,LS,3
0.1235170122590207,2488.0,LS,3
0.11984005929021598,2504.0,LS,3
0.1260374161111714,2520.0,LS,3
0.12288993119106734,2536.0,LS,3
0.11857771859916093,2552.0,LS,3
0.1277644219578684,2568.0,LS,3
0.11983762556780594,2584.0,LS,3
0.12222889387812137,2600.0,LS,3
0.12293246328311955,2616.0,LS,3
0.12266593162093095,2632.0,LS,3
0.11857967227835475,2648.0,LS,3
0.1221424729006051,2664.0,LS,3
0.11675909316133072,2680.0,LS,3
0.11599911342679566,2696.0,LS,3
0.11724777879316882,2712.0,LS,3
0.11940950694025317,2728.0,LS,3
0.11976730322480603,2744.0,LS,3
0.12116889837626971,2760.0,LS,3
0.11552146313635317,2776.0,LS,3
0.11362927813375868,2792.0,LS,3
0.11858262961207261,2808.0,LS,3
0.12200756834018735,2824.0,LS,3
0.11743744961760384,2840.0,LS,3
0.12127349539070008,2856.0,LS,3
0.11694721400673737,2872.0,LS,3
0.1261265394564333,2888.0,LS,3
0.1141023223197302,2904.0,LS,3
0.12053460328455172,2920.0,LS,3
0.11870790292928614,2936.0,LS,3
0.11598245245922455,2952.0,LS,3
0.118646172779518,2968.0,LS,3
0.12055436684932719,2984.0,LS,3
0.11822421751760877,3000.0,LS,3
0.11879578283678208,3016.0,LS,3
0.1182285161162893,3032.0,LS,3
0.11826028557912535,3048.0,LS,3
0.11982568074088618,3064.0,LS,3
0.1156230076729564,3080.0,LS,3
0.11736101806433802,3096.0,LS,3
0.11344658513223203,3112.0,LS,3
0.11540911293787057,3128.0,LS,3
0.11441931175841068,3144.0,LS,3
0.10811937414605792,3160.0,LS,3
0.11947052047246141,3176.0,LS,3
0.1137747458689788,3192.0,LS,3
0.11720814819443273,3208.0,LS,3
0.12027104969682016,3224.0,LS,3
0.11627371570114581,3240.0,LS,3
0.11836727772567207,3256.0,LS,3
0.12071660425553304,3272.0,LS,3
0.12122875842365446,3288.0,LS,3
0.12370561262037677,3304.0,LS,3
0.12114927525748775,3320.0,LS,3
0.11753369967787006,3336.0,LS,3
0.12139488550387215,3352.0,LS,3
0.11974472751358797,3368.0,LS,3
0.12046062500526195,3384.0,LS,3
0.11797970695279987,3400.0,LS,3
0.12033765209666122,3416.0,LS,3
0.12309498960767806,3432.0,LS,3
0.12058395635108728,3448.0,LS,3
0.12508899633927362,3464.0,LS,3
0.12337107083911068,3480.0,LS,3
0.12766699533072148,3496.0,LS,3
0.1263647572578746,3512.0,LS,3
0.12732884558952332,3528.0,LS,3
0.12665198419404414,3544.0,LS,3
0.12664132609838222,3560.0,LS,3
0.1256702905123976,3576.0,LS,3
0.1251608398220452,3592.0,LS,3
0.12089819326434326,3608.0,LS,3
0.12240957590831462,3624.0,LS,3
0.1239573341006281,3640.0,LS,3
0.12153594094906907,3656.0,LS,3
0.12410783950578702,3672.0,LS,3
0.12013829027248314,3688.0,LS,3
0.11688629526795033,3704.0,LS,3
0.12357552954139671,3720.0,LS,3
0.11941732907556751,3736.0,LS,3
0.12035348643659247,3752.0,LS,3
0.11830722152226916,3768.0,LS,3
0.12053001347361746,3784.0,LS,3
0.11497995690910462,3800.0,LS,3
0.11497158098554651,3816.0,LS,3
0.11647284611300439,3832.0,LS,3
0.11378058938990394,3848.0,LS,3
0.1155550538678719,3864.0,LS,3
0.11246947143231655,3880.0,LS,3
0.11822507397897913,3896.0,LS,3
0.11723323385542227,3912.0,LS,3
0.12066750612893744,3928.0,LS,3
0.11380699259241706,3944.0,LS,3
0.11599482597887205,3960.0,LS,3
0.11316383692393092,3976.0,LS,3
0.11809899515563024,3992.0,LS,3
0.11568813215355746,4008.0,LS,3
0.11644106859269898,4024.0,LS,3
0.11830667464891531,4040.0,LS,3
0.12136092032584844,4056.0,LS,3
0.12354768371580678,4072.0,LS,3
0.11921699636436767,4088.0,LS,3
0.12271649407121228,4104.0,LS,3
0.12373172733024117,4120.0,LS,3
0.12285971492921573,4136.0,LS,3
